OBJECTID,Name,RegionID,RegionName,AreaPercen,AreaSqMi,StatLabel,StatName,Value,Units,MinLimit,MaxLimit
1042,17-EMED-0.4,gc1081,,,,I24H25Y,24 Hour 25 Year Precipitation,-999.99,inches,2,4.45
1043,17-EMED-0.4,gc1082,,,,DRNAREA,Drainage Area,28.7,square miles,0.17,925
1044,17-EMED-0.4,gc1083,,,,DRNAREA,Drainage Area,28.7,square miles,3.08,947
1045,17-EMED-0.4,gc1083,,,,ELEV,Mean Basin Elevation,-999.99,feet,5440,9060
1046,17-EMED-0.4,gc1084,,,,DRNAREA,Drainage Area,28.7,square miles,0.16,689
1047,17-EMED-0.4,gc1085,,,,DRNAREA,Drainage Area,28.7,square miles,0.2,2830
1048,17-EMED-0.4,gc1086,,,,DRNAREA,Drainage Area,28.7,square miles,2.12,426
1049,17-EMED-0.4,gc1086,,,,CELVBLUE,Average Channel Elevation,-999.99,feet,6160,8980
1050,17-EMED-0.4,gc1087,,,,DRNAREA,Drainage Area,28.7,square miles,0.2,10
1051,17-EMED-0.4,gc1088,,,,DRNAREA,Drainage Area,28.7,square miles,0.06,4350
1052,17-EMED-0.4,gc1088,,,,ELEV,Mean Basin Elevation,-999.99,feet,4320,7750
1053,17-EMED-0.4,gc1088,,,,BSLDEM30ff,Mean Basin Slope from 30m DEM ft/ft,-999.99,percent,0.0231,0.4447
1054,17-EMED-0.4,gc1089,,,,DRNAREA,Drainage Area,28.7,square miles,1.7,1200
1055,17-EMED-0.4,gc1090,,,,DRNAREA,Drainage Area,28.7,square miles,0.11,2150
1056,17-EMED-0.4,gc1090,,,,BSLDEM30ff,Mean Basin Slope from 30m DEM ft/ft,-999.99,percent,0.0177,0.1545
1057,17-EMED-0.4,gc1091,,,,DRNAREA,Drainage Area,28.7,square miles,0.18,7220
1058,17-EMED-0.4,gc1092,,,,DRNAREA,Drainage Area,28.7,square miles,0.536,10800
1059,17-EMED-0.4,gc1092,,,,BSLDEM30ff,Mean Basin Slope from 30m DEM ft/ft,-999.99,foot per foot,0.0205,0.2023
1060,17-EMED-0.4,gc1092,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,14.5,20.15
1061,17-EMED-0.4,gc1092,,,,HIGHREG,HIGHREG,-999.99,dimensionless,,
1062,17-EMED-0.4,gc1093,,,,DRNAREA,Drainage Area,28.7,square miles,0.059,12700
1063,17-EMED-0.4,gc1093,,,,BSLDEM30ff,Mean Basin Slope from 30m DEM ft/ft,-999.99,foot per foot,0.0231,0.4447
1064,17-EMED-0.4,gc1093,,,,ELEV,Mean Basin Elevation,-999.99,feet,4320,7520
1065,17-EMED-0.4,gc1093,,,,HIGHREG,HIGHREG,-999.99,dimensionless,,
1066,17-EMED-0.4,gc1094,,,,DRNAREA,Drainage Area,28.7,square miles,3.35,716
1067,17-EMED-0.4,gc1094,,,,ELEV,Mean Basin Elevation,-999.99,feet,4890,8820
1068,17-EMED-0.4,gc1094,,,,HIGHREG,HIGHREG,-999.99,dimensionless,,
1069,17-EMED-0.4,gc1095,,,,DRNAREA,Drainage Area,28.7,square miles,0.14,4460
1070,17-EMED-0.4,gc1095,,,,ELEV,Mean Basin Elevation,-999.99,feet,3970,7620
1071,17-EMED-0.4,gc1095,,,,BSLDEM30ff,Mean Basin Slope from 30m DEM ft/ft,-999.99,foot per foot,0.0194,0.1966
1072,17-EMED-0.4,gc1095,,,,HIGHREG,HIGHREG,-999.99,dimensionless,,
1073,17-EMED-0.4,gc1096,,,,DRNAREA,Drainage Area,28.7,square miles,0.606,3120
1074,17-EMED-0.4,gc1096,,,,ELEV,Mean Basin Elevation,-999.99,feet,7570,11500
1075,17-EMED-0.4,gc1096,,,,I24H100YA2,24 Hour 100 Year Precipitation Atlas2,-999.99,inches,3.08,5.51
1076,17-EMED-0.4,gc1096,,,,HIGHREG,HIGHREG,-999.99,dimensionless,,
1077,17-EMED-0.4,gc1097,,,,DRNAREA,Drainage Area,28.7,square miles,0.18,7220
1078,17-EMED-0.4,gc1097,,,,HIGHREG,HIGHREG,-999.99,dimensionless,,
1079,17-EMED-0.4,gc1098,,,,DRNAREA,Drainage Area,28.7,square miles,0.2,2820
1080,17-EMED-0.4,gc1098,,,,HIGHREG,HIGHREG,-999.99,dimensionless,,
1081,17-EMED-0.4,gc1099,,,,DRNAREA,Drainage Area,28.7,square miles,1.7,1200
1082,17-EMED-0.4,gc1099,,,,HIGHREG,HIGHREG,-999.99,dimensionless,,
1083,17-EMED-0.4,gc1100,,,,DRNAREA,Drainage Area,28.7,square miles,0.107,2150
1084,17-EMED-0.4,gc1100,,,,BSLDEM30ff,Mean Basin Slope from 30m DEM ft/ft,-999.99,foot per foot,0.0177,0.1545
1085,17-EMED-0.4,gc1100,,,,HIGHREG,HIGHREG,-999.99,dimensionless,,
1086,17-EMED-0.4,gc1065,,,,DRNAREA,Drainage Area,28.7,square miles,0.54,4500
1087,17-EMED-0.4,gc1066,,,,DRNAREA,Drainage Area,28.7,square miles,1.93,996
1088,17-EMED-0.4,gc1067,,,,DRNAREA,Drainage Area,28.7,square miles,0.41,3480
1089,17-EMED-0.4,gc1068,,,,DRNAREA,Drainage Area,28.7,square miles,0.61,3941
1090,17-EMED-0.4,gc1069,,,,DRNAREA,Drainage Area,28.7,square miles,1.7,4773
1091,17-EMED-0.4,gc1070,,,,DRNAREA,Drainage Area,28.7,square miles,0.58,2467
1092,17-EMED-0.4,gc1071,,,,DRNAREA,Drainage Area,28.7,square miles,0.54,4500
1093,17-EMED-0.4,gc1071,,,,LAGFACTOR,Lag Factor,1.45,dimensionless,0.004,15.229
1094,17-EMED-0.4,gc1071,,,,STORAGE,Percent Storage,0.0,percent,0,28.92
1095,17-EMED-0.4,gc1071,,,,FOREST,Percent Forest,0.0,percent,23.83,99.61
1096,17-EMED-0.4,gc1071,,,,PRECIP,Mean Annual Precipitation,41.19,inches,29.49,56.1
1097,17-EMED-0.4,gc1072,,,,DRNAREA,Drainage Area,28.7,square miles,1.93,996
1098,17-EMED-0.4,gc1072,,,,LAGFACTOR,Lag Factor,1.45,dimensionless,0.014,6.997
1099,17-EMED-0.4,gc1072,,,,STORAGE,Percent Storage,0.0,percent,0,11.88
1100,17-EMED-0.4,gc1072,,,,MAR,Mean Annual Runoff in inches,18.13,inches,16.03,33.95
1101,17-EMED-0.4,gc1073,,,,DRNAREA,Drainage Area,28.7,square miles,0.41,3480
1102,17-EMED-0.4,gc1073,,,,LAGFACTOR,Lag Factor,1.45,dimensionless,0.002,20.582
1103,17-EMED-0.4,gc1073,,,,MAR,Mean Annual Runoff in inches,18.13,inches,16.86,40.73
1104,17-EMED-0.4,gc1073,,,,MXSNO,Median Seasonal Maximum Snow Depth,7.77,inches,13.02,20.42
1105,17-EMED-0.4,gc1074,,,,DRNAREA,Drainage Area,28.7,square miles,0.61,3941
1106,17-EMED-0.4,gc1074,,,,SLOPERATIO,Slope Ratio NY,0,dimensionless,0.006,0.438
1107,17-EMED-0.4,gc1074,,,,STORAGE,Percent Storage,0.0,percent,0,7.75
1108,17-EMED-0.4,gc1074,,,,MAR,Mean Annual Runoff in inches,18.13,inches,19.84,26.09
1109,17-EMED-0.4,gc1075,,,,DRNAREA,Drainage Area,28.7,square miles,1.7,4773
1110,17-EMED-0.4,gc1075,,,,CSL10_85,Stream Slope 10 and 85 Method,12.89,feet per mi,2.76,222.55
1111,17-EMED-0.4,gc1075,,,,PRECIP,Mean Annual Precipitation,41.19,inches,31.64,49.79
1112,17-EMED-0.4,gc1076,,,,DRNAREA,Drainage Area,28.7,square miles,0.58,2467
1113,17-EMED-0.4,gc1076,,,,SLOPERATIO,Slope Ratio NY,0,dimensionless,0.019,0.698
1114,17-EMED-0.4,gc1076,,,,EL1200,Percentage of Basin Above 1200 ft,0.0,percent,0,100
1115,17-EMED-0.4,gc1076,,,,STORAGE,Percent Storage,0.0,percent,0,5.98
1116,17-EMED-0.4,gc1076,,,,MAR,Mean Annual Runoff in inches,18.13,inches,9.49,22.77
1117,17-EMED-0.4,gc1077,,,,BDF,Basin Development Factor,-999.99,dimensionless,0,12
1118,17-EMED-0.4,gc1078,,,,IMPERV,Percent Impervious,-999.99,percent,3,50
1119,17-EMED-0.4,gc1078,,,,I2H2Y,2 Hour 2 Year Precipitation,-999.99,inches,0.2,2.8
1120,17-EMED-0.4,gc1078,,,,STORAGE,Percent Storage,0.0,percent,0,11
1121,17-EMED-0.4,gc1078,,,,BDF,Basin Development Factor,-999.99,dimensionless,0,12
1122,17-EMED-0.4,gc1078,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,3,70
1123,17-EMED-0.4,gc1254,,,,DRNAREA,Drainage Area,28.7,square miles,1,9000
1124,17-EMED-0.4,gc1254,,,,PCTREG1,Percent Area in Region 1,-999.99,percent,0,100
1125,17-EMED-0.4,gc1254,,,,PCTREG2,Percent Area in Region 2,-999.99,percent,0,100
1126,17-EMED-0.4,gc1254,,,,PCTREG3,Percent Area in Region 3,-999.99,percent,0,100
1127,17-EMED-0.4,gc1254,,,,PCTREG4,Percent Area in Region 4,-999.99,percent,0,100
1128,17-EMED-0.4,gc1254,,,,PCTREG5,Percent Area in Region 5,-999.99,percent,0,100
1129,17-EMED-0.4,gc1580,,,,DRNAREA,Drainage Area,28.7,square miles,0.1,1
1130,17-EMED-0.4,gc1580,,,,LC06IMP,Percent Impervious NLCD2006,-999.99,percent,0,47.9
1131,17-EMED-0.4,gc1581,,,,DRNAREA,Drainage Area,28.7,square miles,0.14,1
1132,17-EMED-0.4,gc1581,,,,LC06DEV,Percent Developed from NLCD2006,-999.99,percent,2.8,98.5
1133,17-EMED-0.4,gc1582,,,,DRNAREA,Drainage Area,28.7,square miles,0.1,1
1134,17-EMED-0.4,gc1582,,,,LC06IMP,Percent Impervious NLCD2006,-999.99,percent,0.2,34.8
1135,17-EMED-0.4,gc1582,,,,I24H50Y,24 Hour 50 Year Precipitation,-999.99,inches,6.51,10.9
1136,17-EMED-0.4,gc138,,,,DRNAREA,Drainage Area,28.7,square miles,4.32,3394
1137,17-EMED-0.4,gc138,,,,CSL1085LFP,Stream Slope 10 and 85 Longest Flow Path,-999.99,feet per mi,1.01,17.6
1138,17-EMED-0.4,gc139,,,,DRNAREA,Drainage Area,28.7,square miles,0.11,8343
1139,17-EMED-0.4,gc139,,,,RUGGED,Ruggedness_Number,-999.99,feet per mi,68,7820
1140,17-EMED-0.4,gc139,,,,COMPRAT,Compactness Ratio,-999.99,dimensionless,1.4,3.48
1141,17-EMED-0.4,gc140,,,,DRNAREA,Drainage Area,28.7,square miles,0.13,2812
1142,17-EMED-0.4,gc140,,,,RUGGED,Ruggedness_Number,-999.99,feet per mi,21.3,2265
1143,17-EMED-0.4,gc1233,,,,DRNAREA,Drainage Area,28.7,square miles,0.01,7422
1144,17-EMED-0.4,gc1233,,,,OHREGC,Ohio Region C Indicator 1 if in C else 0,-999.99,dimensionless,0,1
1145,17-EMED-0.4,gc1233,,,,OHREGA,Ohio Region A Indicator 1 if in A else 0,-999.99,dimensionless,0,1
1146,17-EMED-0.4,gc1234,,,,DRNAREA,Drainage Area,28.7,square miles,0.01,7422
1147,17-EMED-0.4,gc1234,,,,OHREGC,Ohio Region C Indicator 1 if in C else 0,-999.99,dimensionless,0,1
1148,17-EMED-0.4,gc1234,,,,OHREGA,Ohio Region A Indicator 1 if in A else 0,-999.99,dimensionless,0,1
1149,17-EMED-0.4,gc1234,,,,CSL1085LFP,Stream Slope 10 and 85 Longest Flow Path,-999.99,feet per mi,1.53,674
1150,17-EMED-0.4,gc1234,,,,LC92STOR,Percent Storage from NLCD1992,-999.99,percent,0,25.8
1151,17-EMED-0.4,gc1235,,,,DRNAREA,Drainage Area,28.7,square miles,0.026,4.09
1152,17-EMED-0.4,gc1235,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,31.5,41.2
1153,17-EMED-0.4,gc1235,,,,BDF,Basin Development Factor,-999.99,dimensionless,0,12
1154,17-EMED-0.4,gc1785,,,,DRNAREA,Drainage Area,28.7,square miles,0.04,5989
1155,17-EMED-0.4,gc1785,,,,OHREGC,Ohio Region C Indicator 1 if in C else 0,-999.99,dimensionless,0,1
1156,17-EMED-0.4,gc1785,,,,OHREGA,Ohio Region A Indicator 1 if in A else 0,-999.99,dimensionless,0,1
1157,17-EMED-0.4,gc1786,,,,DRNAREA,Drainage Area,28.7,square miles,0.04,6309
1158,17-EMED-0.4,gc1786,,,,OHREGC,Ohio Region C Indicator 1 if in C else 0,-999.99,dimensionless,0,1
1159,17-EMED-0.4,gc1786,,,,OHREGA,Ohio Region A Indicator 1 if in A else 0,-999.99,dimensionless,0,1
1160,17-EMED-0.4,gc1787,,,,DRNAREA,Drainage Area,28.7,square miles,0.26,2514
1161,17-EMED-0.4,gc1787,,,,OHREGC,Ohio Region C Indicator 1 if in C else 0,-999.99,dimensionless,0,1
1162,17-EMED-0.4,gc1787,,,,OHREGA,Ohio Region A Indicator 1 if in A else 0,-999.99,dimensionless,0,1
1163,17-EMED-0.4,gc1788,,,,DRNAREA,Drainage Area,28.7,square miles,0.04,5989
1164,17-EMED-0.4,gc1788,,,,OHREGC,Ohio Region C Indicator 1 if in C else 0,-999.99,dimensionless,0,1
1165,17-EMED-0.4,gc1788,,,,OHREGA,Ohio Region A Indicator 1 if in A else 0,-999.99,dimensionless,0,1
1166,17-EMED-0.4,gc1788,,,,CSL1085LFP,Stream Slope 10 and 85 Longest Flow Path,-999.99,feet per mi,1.53,516
1167,17-EMED-0.4,gc1788,,,,LC92STOR,Percent Storage from NLCD1992,-999.99,percent,0,25.35
1168,17-EMED-0.4,gc1789,,,,DRNAREA,Drainage Area,28.7,square miles,0.04,6309
1169,17-EMED-0.4,gc1789,,,,OHREGC,Ohio Region C Indicator 1 if in C else 0,-999.99,dimensionless,0,1
1170,17-EMED-0.4,gc1789,,,,OHREGA,Ohio Region A Indicator 1 if in A else 0,-999.99,dimensionless,0,1
1171,17-EMED-0.4,gc1789,,,,CSL1085LFP,Stream Slope 10 and 85 Longest Flow Path,-999.99,feet per mi,1.21,457
1172,17-EMED-0.4,gc1789,,,,LC92STOR,Percent Storage from NLCD1992,-999.99,percent,0,7.1
1173,17-EMED-0.4,gc1790,,,,DRNAREA,Drainage Area,28.7,square miles,0.26,2514
1174,17-EMED-0.4,gc1790,,,,OHREGC,Ohio Region C Indicator 1 if in C else 0,-999.99,dimensionless,0,1
1175,17-EMED-0.4,gc1790,,,,OHREGA,Ohio Region A Indicator 1 if in A else 0,-999.99,dimensionless,0,1
1176,17-EMED-0.4,gc1790,,,,CSL1085LFP,Stream Slope 10 and 85 Longest Flow Path,-999.99,feet per mi,3.24,131
1177,17-EMED-0.4,gc1790,,,,LC92STOR,Percent Storage from NLCD1992,-999.99,percent,0,1.23
1178,17-EMED-0.4,gc1629,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,1,2060
1179,17-EMED-0.4,gc1749,,,,DAUNREG,Unregulated Drainage Area,-999.99,square miles,1,2060
1180,17-EMED-0.4,gc1488,,,,DAUNREG,Unregulated Drainage Area,-999.99,square miles,0.1,2510
1181,17-EMED-0.4,gc1488,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,16.6,62.1
1182,17-EMED-0.4,gc1487,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.1,2510
1183,17-EMED-0.4,gc1487,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,16.6,62.1
1184,17-EMED-0.4,gc1791,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.1,2510
1185,17-EMED-0.4,gc1791,,,,CSL10_85fm,Stream Slope 10 and 85 Method ft per mi,-999.99,feet per mi,1.98,342
1186,17-EMED-0.4,gc1792,,,,DAUNREG,Unregulated Drainage Area,-999.99,square miles,0.1,2510
1187,17-EMED-0.4,gc1792,,,,CSL10_85fm,Stream Slope 10 and 85 Method ft per mi,-999.99,feet per mi,1.98,342
1188,17-EMED-0.4,gc727,,,,DRNAREA,Drainage Area,28.7,square miles,0.8,1680
1189,17-EMED-0.4,gc727,,,,ELEV,Mean Basin Elevation,-999.99,feet,3540,7950
1190,17-EMED-0.4,gc728,,,,DRNAREA,Drainage Area,28.7,square miles,0.21,26.5
1191,17-EMED-0.4,gc728,,,,URBAN,Percent Urban,-999.99,percent,1,99
1192,17-EMED-0.4,gc728,,,,GUTTER,Gutter Length,-999.99,miles per square mile,0,60
1193,17-EMED-0.4,gc728,,,,STORAGE,Percent Storage,0.0,percent,0,7
1194,17-EMED-0.4,gc729,,,,DRNAREA,Drainage Area,28.7,square miles,0.28,673
1195,17-EMED-0.4,gc729,,,,I24H2Y,24 Hour 2 Year Precipitation,-999.99,inches,2.52,5.79
1196,17-EMED-0.4,gc729,,,,SOILPERM,Average Soil Permeability,-999.99,inches per hour,0.72,4.76
1197,17-EMED-0.4,gc729,,,,JANMAXT2K,Mean Maximum January Temperature from 2K resolution PRISM 1961-1990 data,-999.99,degrees F,42.4,53.9
1198,17-EMED-0.4,gc729,,,,WATCAPORC,Available_Water_Capacity_OR_Cooper,-999.99,inches,0.1,0.23
1199,17-EMED-0.4,gc729,,,,ORREG2,Oregon Region Number,-999.99,dimensionless,,
1200,17-EMED-0.4,gc730,,,,DRNAREA,Drainage Area,28.7,square miles,0.22,3940
1201,17-EMED-0.4,gc730,,,,BSLOPD,Mean Basin Slope degrees,-999.99,degrees,6.24,28
1202,17-EMED-0.4,gc730,,,,I24H2Y,24 Hour 2 Year Precipitation,-999.99,inches,1.72,4.34
1203,17-EMED-0.4,gc730,,,,JANMINT2K,Mean Minimum January Temperature from 2K resolution PRISM PRISM 1961-1990 data,-999.99,degrees F,20.5,34
1204,17-EMED-0.4,gc730,,,,JANMAXT2K,Mean Maximum January Temperature from 2K resolution PRISM 1961-1990 data,-999.99,degrees F,33.9,47.3
1205,17-EMED-0.4,gc730,,,,ELEV,Mean Basin Elevation,-999.99,feet,,
1206,17-EMED-0.4,gc730,,,,ORREG2,Oregon Region Number,-999.99,dimensionless,,
1207,17-EMED-0.4,gc731,,,,DRNAREA,Drainage Area,28.7,square miles,0.37,7270
1208,17-EMED-0.4,gc731,,,,BSLOPD,Mean Basin Slope degrees,-999.99,degrees,5.62,28.3
1209,17-EMED-0.4,gc731,,,,I24H2Y,24 Hour 2 Year Precipitation,-999.99,inches,1.53,4.48
1210,17-EMED-0.4,gc731,,,,ELEV,Mean Basin Elevation,-999.99,feet,,
1211,17-EMED-0.4,gc731,,,,ORREG2,Oregon Region Number,-999.99,dimensionless,,
1212,17-EMED-0.4,gc1754,,,,DRNAREA,Drainage Area,28.7,square miles,4.64,525
1213,17-EMED-0.4,gc1754,,,,BSLOPD,Mean Basin Slope degrees,-999.99,degrees,5.03,19.3
1214,17-EMED-0.4,gc1754,,,,ELEV,Mean Basin Elevation,-999.99,feet,2770,6060
1215,17-EMED-0.4,gc1755,,,,DRNAREA,Drainage Area,28.7,square miles,0.293,1630
1216,17-EMED-0.4,gc1755,,,,JANAVPRE2K,Mean January Precipitation,-999.99,inches,1.52,7.97
1217,17-EMED-0.4,gc1755,,,,JULAVPRE2K,Mean July Precipitation,-999.99,inches,0.234,1.28
1218,17-EMED-0.4,gc1755,,,,WATCAPORC,Available_Water_Capacity_OR_Cooper,-999.99,inches,0.102,0.196
1219,17-EMED-0.4,gc1756,,,,DRNAREA,Drainage Area,28.7,square miles,0.24,3870
1220,17-EMED-0.4,gc1757,,,,DRNAREA,Drainage Area,28.7,square miles,1.7,7630
1221,17-EMED-0.4,gc1757,,,,BSLOPD,Mean Basin Slope degrees,-999.99,degrees,5.35,22.6
1222,17-EMED-0.4,gc1757,,,,JANAVPRE2K,Mean January Precipitation,-999.99,inches,1.37,5.28
1223,17-EMED-0.4,gc1757,,,,JANMINT2K,Mean Minimum January Temperature from 2K resolution PRISM PRISM 1961-1990 data,-999.99,degrees F,16.4,23.1
1224,17-EMED-0.4,gc1757,,,,STATSGODEP,STATSGODEP,-999.99,inches,21.3,50.7
1225,17-EMED-0.4,gc1758,,,,DRNAREA,Drainage Area,28.7,square miles,0.609,3000
1226,17-EMED-0.4,gc1758,,,,ELEV,Mean Basin Elevation,-999.99,feet,4850,7050
1227,17-EMED-0.4,gc1758,,,,JANAVPRE2K,Mean January Precipitation,-999.99,inches,1.78,4.46
1228,17-EMED-0.4,gc1758,,,,JULAVPRE2K,Mean July Precipitation,-999.99,inches,0.197,0.915
1229,17-EMED-0.4,gc1759,,,,DRNAREA,Drainage Area,28.7,square miles,0.152,453
1230,17-EMED-0.4,gc1759,,,,ASPECT,Basin average aspect,-999.99,degrees,133,244
1231,17-EMED-0.4,gc907,,,,DRNAREA,Drainage Area,28.7,square miles,3.04,1490
1232,17-EMED-0.4,gc907,,,,ELEVMAX,Maximum Basin Elevation,-999.99,feet,1470,2690
1233,17-EMED-0.4,gc908,,,,DRNAREA,Drainage Area,28.7,square miles,0.92,1160
1234,17-EMED-0.4,gc908,,,,STORAGE,Percent Storage,0.0,percent,0,8.9
1235,17-EMED-0.4,gc909,,,,DRNAREA,Drainage Area,28.7,square miles,1.42,1280
1236,17-EMED-0.4,gc909,,,,CARBON,Percent Carbonate,-999.99,percent,0,100
1237,17-EMED-0.4,gc910,,,,DRNAREA,Drainage Area,28.7,square miles,1.2,512
1238,17-EMED-0.4,gc910,,,,CARBON,Percent Carbonate,-999.99,percent,0,68.5
1239,17-EMED-0.4,gc1793,,,,DRNAREA,Drainage Area,28.7,square miles,2.27,1030
1240,17-EMED-0.4,gc1793,,,,BSLPDRPA20,BSLPDRPA20,-999.99,degrees,1.55,6.82
1241,17-EMED-0.4,gc191,,,,DRNAREA,Drainage Area,28.7,square miles,4,404
1242,17-EMED-0.4,gc191,,,,STRDEN,Stream Density,-999.99,miles per square mile,1.25,3.53
1243,17-EMED-0.4,gc191,,,,STORNHD,Percent Storage from NHD,-999.99,percent,3.37,19
1244,17-EMED-0.4,gc1270,,,,DRNAREA,Drainage Area,28.7,square miles,1,9000
1245,17-EMED-0.4,gc1270,,,,PCTREG1,Percent Area in Region 1,-999.99,percent,0,100
1246,17-EMED-0.4,gc1270,,,,PCTREG2,Percent Area in Region 2,-999.99,percent,0,100
1247,17-EMED-0.4,gc1270,,,,PCTREG3,Percent Area in Region 3,-999.99,percent,0,100
1248,17-EMED-0.4,gc1270,,,,PCTREG4,Percent Area in Region 4,-999.99,percent,0,100
1249,17-EMED-0.4,gc1270,,,,PCTREG5,Percent Area in Region 5,-999.99,percent,0,100
1250,17-EMED-0.4,gc1587,,,,DRNAREA,Drainage Area,28.7,square miles,0.1,1
1251,17-EMED-0.4,gc1587,,,,LC06IMP,Percent Impervious NLCD2006,-999.99,percent,0,47.9
1252,17-EMED-0.4,gc1588,,,,DRNAREA,Drainage Area,28.7,square miles,0.14,1
1253,17-EMED-0.4,gc1588,,,,LC06DEV,Percent Developed from NLCD2006,-999.99,percent,2.8,98.5
1254,17-EMED-0.4,gc1589,,,,DRNAREA,Drainage Area,28.7,square miles,0.1,1
1255,17-EMED-0.4,gc1589,,,,LC06IMP,Percent Impervious NLCD2006,-999.99,percent,0.2,34.8
1256,17-EMED-0.4,gc1589,,,,I24H50Y,24 Hour 50 Year Precipitation,-999.99,inches,6.51,10.9
1257,17-EMED-0.4,gc667,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.14,983
1258,17-EMED-0.4,gc667,,,,PII_SD,S Dakota Precipitation Intensity Index,-999.99,inches,0.79,1.3
1259,17-EMED-0.4,gc668,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.22,670
1260,17-EMED-0.4,gc668,,,,PII_SD,S Dakota Precipitation Intensity Index,-999.99,inches,0.6,1.21
1261,17-EMED-0.4,gc669,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.06,904
1262,17-EMED-0.4,gc670,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.11,137
1263,17-EMED-0.4,gc671,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,10,760
1264,17-EMED-0.4,gc672,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.63,920
1265,17-EMED-0.4,gc672,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,29.6,460
1266,17-EMED-0.4,gc673,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,3.81,105
1267,17-EMED-0.4,gc341,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.2,9000
1268,17-EMED-0.4,gc342,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.2,9000
1269,17-EMED-0.4,gc342,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,3.29,950
1270,17-EMED-0.4,gc342,,,,CLIMFAC2YR,Tennessee Climate Factor 2 Year,-999.99,dimensionless,2.06,2.32
1271,17-EMED-0.4,gc343,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.47,2557
1272,17-EMED-0.4,gc344,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.47,2557
1273,17-EMED-0.4,gc344,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,1.9,343
1274,17-EMED-0.4,gc345,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.173,30.2
1275,17-EMED-0.4,gc346,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.173,30.2
1276,17-EMED-0.4,gc346,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,2.12,132
1277,17-EMED-0.4,gc347,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,30.21,2048
1278,17-EMED-0.4,gc348,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,30.21,2048
1279,17-EMED-0.4,gc348,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,2.12,132
1280,17-EMED-0.4,gc349,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.76,2308
1281,17-EMED-0.4,gc350,,,,DRNAREA,Drainage Area,28.7,square miles,0.043,19.4
1282,17-EMED-0.4,gc350,,,,CHANCOND,Average Channel Condition,-999.99,dimensionless,1,2
1283,17-EMED-0.4,gc351,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.21,24.3
1284,17-EMED-0.4,gc351,,,,IMPERV,Percent Impervious,-999.99,percent,4.7,74
1285,17-EMED-0.4,gc351,,,,I24H2Y,24 Hour 2 Year Precipitation,-999.99,inches,3.05,4
1286,17-EMED-0.4,gc1489,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,2,20
1287,17-EMED-0.4,gc1489,,,,IMPERV,Percent Impervious,-999.99,percent,5,42
1288,17-EMED-0.4,gc1490,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.1,7000
1289,17-EMED-0.4,gc1490,,,,CSLBlue,Stream Slope Blue Line Method,-999.99,feet per mi,0.38,148
1290,17-EMED-0.4,gc1491,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.1,7000
1291,17-EMED-0.4,gc1491,,,,CSLBlue,Stream Slope Blue Line Method,-999.99,feet per mi,0.38,148
1292,17-EMED-0.4,gc1492,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.1,7000
1293,17-EMED-0.4,gc1493,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,42.8,1249
1294,17-EMED-0.4,gc1493,,,,CSLBlue,Stream Slope Blue Line Method,-999.99,feet per mi,2.77,13.07
1295,17-EMED-0.4,gc1494,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.24,26.2
1296,17-EMED-0.4,gc1494,,,,CSLBlue,Stream Slope Blue Line Method,-999.99,feet per mi,3.24,78.72
1297,17-EMED-0.4,gc1495,,,,DRNAREA,Drainage Area,28.7,square miles,3,40
