BASIN,LOCATION,RIVMILE,STATION,COLL_DATE,NAME,CREW,ARRIVETIME,WIDTH,DEPTH,CUR_SPD,TEMP,COND,DO,PERCENT_SAT,PH,CANOPY,SALINITY,SECCHI,EMBEDD,ROCK,RUBBLE,GRAVEL,SAND,SILT,CLAY,ALGAE_S,ALGAE_FIL,ALGAE_D,THICKNESS_D,MACRO,LGS_HAB_BNK,LGS_HAB_MAC,LGS_HAB_SNG,LGS_HAB_SUB,BOTTOM_TYPE,DOM_SUBSTRATE,WTRCLR_DRIVER,PHT_ID_UP,PHT_ID_DWN,EPHEM,PLECOP,TRICH,COLEOP,MEGALOP,ODONATA,CHIR,SIMUL,DECAPOD,GAMMAR,MOLLUSK,OLIGO,OTHERS,FIELD_WQA,HABITAT,NOTES,LANDUSE,SAMP,ORG_FOR_TOXICS,MICROTOX,HAB_PRESENT,PROJECT
07,SMON,11.2,,7/26/2016,,"Chong, Mosher",4:19:00 PM,,,,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Access issues, concrete on both sides and fence. Look unwadable anyway",,Not Sampled,0,0,,RIBS_Scr
07,SMON,12.8,,7/26/2016,,"Mosher, Chong",4:39:00 PM,4,0.1,,23.6,532,6.8,82,8.06,62,0.26,0,10,,,,,,,0,1,100,0,0,,,,,,,,14696451550015.jpg,14696451550016.jpg,1,0,1,1,0,1,1,0,0,0,1,1,"Flatworms, tipulidae",Poor,,"Nice, similar to other sites, lots of flatworms",Agriculture,Sampled,0,0,,RIBS_Scr
07,SMON,16.7,,7/26/2016,,Mosher chong,5:15:00 PM,,,,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Dry, no sample, one point pond area under bridge",,Not Sampled,0,0,,RIBS_Scr
07,SMON,20.1,,7/26/2016,,mosher chong,5:35:00 PM,,,,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Not Sampled,0,0,,RIBS_Scr
07,SMON,4.6,,7/26/2016,,"Mosher, Chong",1:00:00 PM,4,0.1,33,21.5,631,5,58,7.81,58,0.31,0,30,,,,,,,0,1,100,1,0,,,,,,,,14696451550021.jpg,14696451550022.jpg,1,0,1,1,0,0,0,0,1,0,0,0,Hemiptera,Good,,Lots of little fish Smells like an asshole -elizabeth,Agriculture,Sampled,0,0,,RIBS_Scr
07,SMON,7.2,,7/26/2016,,"Chong, Mosher",1:41:00 PM,10,0.1,33,21.5,515.7,0.6,7,7.58,9.5,0.25,0,50,,,,,,,0,1,100,2,0,,,,,,,,14696451550023.jpg,14696451550024.jpg,1,0,1,1,0,0,0,0,0,0,1,1,Tipulidae,Good,,"Nice site, some kind of manmade rock dam",Agriculture,Sampled,0,0,,RIBS_Scr
07,SMON,8.0,,7/26/2016,,"Mosher, Chong",2:20:00 PM,15,0.1,25,25.8,500,10.5,132,8.45,69,0.24,0,50,,,,,,,0,1,100,1,0,,,,,,,,14696451550025.jpg,14696451550026.jpg,1,0,1,1,0,0,1,0,0,0,0,0,Tipulidae,Good,,"Good site, similar to others",Residential,Sampled,0,0,,RIBS_Scr
07,TSON,0.3,,7/26/2016,,Mosher chong,3:08:00 PM,,,,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Dry, not sampled",,Not Sampled,0,0,,RAS
07,CRAN,1.6,,7/27/2016,,"Chong, Mosher",10:25:00 AM,5,0.1,,21.9,6634,7.2,86,3.64,12,3.64,0,50,,,,,,,0,1,100,1,90,,,,,,,,14696451550001.jpg,14696451550002.jpg,0,0,0,1,0,0,0,0,0,1,0,0,,Very poor,Adequate,"Nice flow, no fish (unlike other sites), scud dominated, high salinity, covered in long stringy macrophytes, flies hovering on surface, salt spring upstream",Agriculture,Sampled,0,0,,RAS
07,CRAN,2.9,,7/27/2016,,"Mosher, Chong",9:49:00 AM,4,0.1,25,22.5,1480,7.1,83,7.9,0,0.74,0,25,,,,,,,0,1,100,1,10,,,,,,,,14696451550003.jpg,14696451550004.jpg,1,0,1,1,1,0,1,0,0,0,0,0,,Good,,"Nice site, similar to others, nice flow",Agriculture,Sampled,0,0,,RAS
07,CRAN,7.8,,7/27/2016,,"Chong, Mosher",9:13:00 AM,3,0.1,11,22.6,576,5.4,63,7.7,31,0.28,0,30,,,,,,,0,1,100,2,10,,,,,,,,14696451550007.jpg,14696451550008.jpg,1,0,0,1,0,1,0,0,1,1,1,1,"Flatworms, tipulidae, hemipterans",,,"Golf course, nice site",Commercial,Sampled,0,0,,RAS
07,CCAN,67.1,,8/10/2016,,"AC, JL, SR",11:04:00 AM,60,1.3,,27,875,9.1,115,8.25,5,0.43,0.7,,,,,,,,0,0,,,,,,,,,,,14712673870001.jpg,14712673870002.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,RAS
07,CCAN,80.1,,8/10/2016,,"AC, JL, SR",12:15:00 PM,75,2.3,50,27.2,765,11,103,8.33,,0.27,0.5,,,,,,,,0,0,,,,,,,,,,,14712673870003.jpg,14712673870004.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Agriculture,Sampled,0,0,,RAS
07,CCAN,99.8,,8/10/2016,,"AC, JL, SR",1:59:00 PM,80,1.3,,28.3,617,14.4,188,8.78,0,0.3,0.4,,,,,,,,0,0,,,,,,,,,,,14712673870005.jpg,14712673870006.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Very turbid, not clear like last time",Residential,Sampled,0,0,,RAS
07,LRNC,84.7,,8/10/2016,,"AC, JL, SR",4:19:00 PM,50,3.8,,28.2,676,9.1,116,8.62,30,0.33,0,,,,,,,,0,0,,,,,,,,,,,14712673870007.jpg,14712673870008.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,Wires covered in veg,Residential,Sampled,0,0,,RAS
07,SEOS,81.0,,8/10/2016,,"AC, JL, SR",3:39:00 PM,80,2.75,,27.8,742,12.7,163,8.91,0,0.36,1.5,,,,,,,,0,0,,,,,,,,,,,14712673870015.jpg,14712673870016.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Filamentous algae on weeds, lots of weeds",Commercial,Sampled,0,0,,RIBS_Scr
07,SEOS,35.9,,8/11/2016,,"JL,AC,SR",10:37:00 AM,50,4,0.5,27,955,6.9,89,7.6,,0.47,1.6,,,,,,,,0,0,,,,,,,,,,,14712673870009.jpg,14712673870010.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,Stinky!!!,Agriculture,Sampled,0,0,,RIBS_Scr
07,SEOS,49.8,,8/11/2016,,"JL, SR, AC",9:00:00 AM,110,6,50,25.4,755,8.5,107,7.9,,,1.5,,,,,,,,0,0,,,,,,,,,,,14712673870011.jpg,14712673870012.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Agriculture,Sampled,0,0,,RIBS_Scr
07,SEOS,51.7,,8/11/2016,,"AC, JL, SR",8:05:00 AM,40,0.7,,27.4,902,7.4,95,7.51,45,0.44,0.7,,,,,,,,0,0,,,,,,,,,,,14712673870013.jpg,14712673870014.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,Similar to last time,Residential,Sampled,0,0,,RIBS_Scr
07,SEOS,9.3,,8/11/2016,,"AC, JL, SR",,70,5,,27.1,353.6,11.8,149,8.63,0,0.17,1.75,,,,,,,,0,0,,,,,,,,,,,14712673870017.jpg,14712673870018.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,RIBS_Scr
07,CCAN,67.1,,9/14/2016,,"Lope, Heitz",10:39:00 AM,50,2.5,5,23.9,780,8,96,8,50,0.38,0.2,,,,,,,,0,0,,,,,,,,,,,14740462410001.jpg,14740462410002.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,Retrieved 3,Wetland,Sampled,0,0,,RIBS_Scr
07,CCAN,80.1,,9/14/2016,,"Lope, Heitz",12:34:00 PM,35,1.3,,24,617,9.2,109,8.1,10,0.3,0.2,,,,,,,,0,0,,,,,,,,,,,14740462410003.jpg,14740462410004.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,3 retrieved,Agriculture,Sampled,0,0,,RIBS_Scr
07,CCAN,99.8,,9/14/2016,,"Lope, Heitz",1:50:00 PM,70,1.3,,24.9,595,7.7,94,8.3,40,0.29,0.2,,,,,,,,0,0,,,,,,,,,,,14740462410005.jpg,14740462410006.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,3 retrieved,Commercial,Sampled,0,0,,RIBS_Scr
07,LRNC,84.7,,9/14/2016,,"Lope, Heitz",3:25:00 PM,25,3.4,,24,672,8,96,8.2,,0.33,0,,,,,,,,0,0,,,,,,,,,,,14740462410007.jpg,14740462410008.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,3 retrieved Plates were choked with weeds,Residential,Sampled,0,0,,RIBS_Scr
07,SEOS,81.0,,9/14/2016,,"Lope, Heitz",4:10:00 PM,35,3.2,,24.2,759,8.8,103,8.2,40,0.37,3.2,,,,,,,,0,0,,,,,,,,,,,14740462410015.jpg,14740462410016.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Lots of weeds Lost one, detached from float 2 retrieved Got to be back to the lock by 4:30pm Hurry!!  Made it- even with running out of gas & switching tanks.",Commercial,Sampled,0,0,,RAS
07,SEOS,35.9,,9/15/2016,,"Lope, Heitz",11:52:00 AM,90,4.8,,23.9,1056,8.8,105,8.3,,0.52,0.6,,,,,,,,0,0,,,,,,,,,,,14740462410009.jpg,14740462410010.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,3 retrieved,Residential,Sampled,0,0,,RIBS_Scr
07,SEOS,49.8,,9/15/2016,,"Lope, Heitz",10:00:00 AM,120,,,23.5,856,6.2,74,8.1,0,0.42,0.4,,,,,,,,0,0,,,,,,,,,,,14740462410011.jpg,14740462410012.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,3 retrieved,Commercial,Sampled,0,0,,RIBS_Scr
07,SEOS,51.7,,9/15/2016,,"Lope, Heitz",8:31:00 AM,30,1.2,0,21.9,909,6.1,70,8.3,60,0.45,0.8,,,,,,,,0,0,,,,,,,,,,,14740462410013.jpg,14740462410014.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,3 retrieved,Residential,Sampled,0,0,,RIBS_Scr
07,SEOS,9.3,,9/15/2016,,"Lope, Heitz",1:06:00 PM,60,4.9,10,24,417,8.2,96,8.1,,0.2,1.2,,,,,,,,0,0,,,,,,,,,,,14740462410017.jpg,14740462410018.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,3 retrieved,Residential,Sampled,0,0,,RIBS_Scr
07,NSAL,0.8,,7/22/2015,,Mosher Duffy,10:58:00 AM,25,0.2,85,19.1,68,9.8,105,7.6,15,0.03,,20,5,70,20,5,0,,0,0,100,2,0,,,,,,,,14375801070025.jpg,14375801070026.jpg,1,1,1,1,0,0,0,0,0,0,0,0,Tipulidae,Very good,Adequate,,Residential,Sampled,0,0,,RIBS_Int
07,WMLLS,0.2,,7/22/2015,,Duffy Mosher,10:29:00 AM,8,0.1,60,16.2,60,10.1,103,7.3,21,0.03,,10,10,60,20,10,0,,0,0,100,1,0,,,,,,,,14375801070057.jpg,14375801070058.jpg,1,1,1,0,1,0,0,0,1,0,0,0,,Very good,Adequate,"Rip rap on right bank, widens near bridge.",Residential Residential,Sampled,0,0,,RIBS_Scr
08,BUCC,0.1,,9/7/2016,,"Lope, Heitz",1:30:00 PM,2.5,0.1,40,14.3,41.6,7.4,74,4.4,98,0.02,0,25,15,20,40,25,,,0,0,30,0,0,,,,,,,,14737043110001.jpg,14737043110002.jpg,1,1,1,0,0,0,0,0,1,0,0,0,Diptera,Good,Headwater,,Forest,Sampled,0,0,,RIBS_Scr
08,INDY,6.7,,9/7/2016,,"Lope, Heitz",11:04:00 AM,15,0.12,50,18.9,51,9,97,5.3,17,0.02,0,30,10,60,25,5,,,0,0,90,0,0,,,,,,,,14737043110007.jpg,14737043110008.jpg,1,1,1,1,0,0,0,0,0,0,0,0,Atherix,Very good,Adequate,,Forest,Sampled,0,0,,RIBS_Scr
09,CGAY,2.7,,9/21/2015,,"Duffy, Lope, Heitzman",11:45:00 AM,15,0.15,110,16.2,154,10.3,105,8.12,65,,,40,25,45,25,5,,,0,1,70,0,0,,,,,,,,14431834410001.jpg,14431834410002.jpg,1,1,1,1,0,1,0,0,1,0,0,0,,Very good,Adequate,,Residential,Sampled,1,1,,RIBS_Scr
09,EDEE,13.4,,9/21/2015,,"Duffy, Lope, Heitzman",1:08:00 PM,1.5,0.14,20,16,427,11.2,114,8.1,50,,,50,20,35,34,11,,,0,1,70,0,20,,,,,,,,14431834410005.jpg,14431834410006.jpg,0,0,1,1,0,1,1,0,0,0,0,0,Hemipterans,Good,Adequate,,Agricultural,Sampled,1,1,,RMN
09,LSAL,3.1,,9/21/2015,,"Duffy, Lope, Heitzman",2:37:00 PM,20,0.32,50,18.5,193,9.2,98,7.9,25,,,50,13,37,35,4,,11,0,1,100,0,0,,,,,,,,14431834410013.jpg,14431834410014.jpg,1,1,1,1,0,0,1,0,0,0,0,0,,Very good,Adequate,,Residential,Sampled,1,1,,RMN
09,LSAL,1.0,,9/21/2015,,"Duffy, Lope, Heitzman",2:05:00 PM,0.5,0.1,0,17,573,8,82,7.4,0,,,,,,,,,,1,0,,,50,2,1,,1,Soft,Silt,Turb,14431838420017.jpg,14431838420018.jpg,,,,,,,,,,,,,,,,"Very little water in channel Collected diatom sample with pipettes only, no rocks",Agricultural,Sampled,,,,RIBS_Scr
09,PIKC,8.7,,9/21/2015,,"Duffy, Lope, Heitzman",4:30:00 PM,5,0.5,10,19.1,211,8.2,87,7.7,,,,,,,,,,,0,1,,,20,1,2,2,2,Soft,Silt,Turb,14431838420021.jpg,14431838420022.jpg,,,,,,,,,,,,,,,,,Agricultural,Sampled,,,,RIBS_Int
09,SAL9,1.1,,9/21/2015,,"Duffy, Lope, Heitzman",3:25:00 PM,20,0.25,65,17.8,177,10.9,115,8.3,23,,,50,27,49,17,7,,,0,0,100,1,0,,,,,,,,14431834410019.jpg,14431834410020.jpg,1,1,1,1,0,0,1,0,0,0,0,0,,Very good,Adequate,,Residential,Sampled,1,1,,RIBS_Int
09,BRND,2.5,,9/22/2015,,"Duffy, Lope, Heitzman",10:38:00 AM,12,0.5,10,13.9,309,11,107,7.7,35,,,,,,,,,,1,1,,,10,2,2,1,2,Hard,Silt,Turb,14431838420001.jpg,14431838420002.jpg,,,,,,,,,,,,,,,,,Residential,Sampled,,,,RIBS_Int
09,DERR,0.2,,9/22/2015,,"Duffy, Lope, Heitzman",8:45:00 AM,30,0.27,50,15.2,158,10.4,104,7.7,4,,,50,19,39,29,13,,,0,1,80,0,0,,,,,,,,14431834410003.jpg,14431834410004.jpg,1,1,1,1,1,0,0,1,0,0,0,0,,Very good,Adequate,"Tough tissue site, even with shocker","Commercial, Residential",Sampled,1,1,,RIBS_Int
09,GRAS_M,3.7,,9/22/2015,,"Duffy, Lope, Heitzman",4:15:00 PM,20,0.32,40,19.2,40,9.4,102,7.4,0,,,45,46,24,26,4,,,0,1,100,0,0,,,,,,,,14431834410007.jpg,14431834410008.jpg,1,1,1,1,1,0,0,0,0,0,0,0,,Very good,Adequate,,Residential,Sampled,1,1,,RIBS_Int
09,PARK,0.3,,9/22/2015,,"Duffy, Lope, Heitzman",12:55:00 PM,10,0.16,45,14.7,290,11,109,7.8,3,,,25,6,38,36,19,1,,0,1,100,1,0,,,,,,,,14431834410015.jpg,14431834410016.jpg,1,1,1,1,0,0,1,0,1,0,1,0,,Very good,Adequate,Fished this site,"Residential, agricultural",Sampled,1,1,,RIBS_Int
09,PLMB_T,0.1,,9/22/2015,,"Duffy, Lope, Heitzman",3:25:00 PM,6,0.4,20,15.9,65,8.9,90,7,53,,,,,,,,,,0,1,,,20,2,2,2,2,Hard,Sand,DOC,14431838420023.jpg,14431838420024.jpg,,,,,,,,,,,,,,,,,Forest,Sampled,,,,RIBS_Int
09,SCKE,3.4,,9/22/2015,,"Duffy, Lope, Heitzman",11:20:00 AM,12,0.2,50,16.1,518,14.3,146,8,40,,,30,18,48,34,,,,1,1,100,1,0,,,,,,,,14431834410021.jpg,14431834410022.jpg,1,0,1,0,0,0,1,1,1,1,0,0,Sow bugs,Good,Adequate,,"Residential, recreation",Sampled,1,1,,RIBS_Scr
09,VREN,1.1,,9/22/2015,,"Duffy, Lope, Heitzman",5:15:00 PM,4,0.24,20,15.4,157,7.6,75,7.5,38,,,20,10,44,30,16,,,0,1,70,0,10,,,,,,,,14431834410025.jpg,14431834410026.jpg,1,1,1,1,0,1,1,0,0,0,1,0,Tipulids,Very good,Adequate,,"Agricultural , Residential",Sampled,1,1,,RIBS_Int
09,INDN,33.7,,9/23/2015,,"Lope, Duffy, Heitzman, Kate Smith(Utica",11:08:00 AM,25,0.17,90,13.2,162,9.4,100,7.8,22,,,50,14,44,28,18,,,0,1,80,0,0,,,,,,,,14431834410009.jpg,14431834410010.jpg,1,1,1,1,0,0,1,1,0,0,0,0,,Very good,Adequate,,"Residential, agricultural",Sampled,1,1,,RIBS_Scr
09,JEWT,3.1,,9/23/2015,,"Lope, Duffy, Heitzman, Kate Smith",10:15:00 AM,20,1,0,13.4,350,3.4,34,7,10,,,,,,,,,,1,1,,,10,2,2,,2,Hard,Gravel,Turb,14431838420013.jpg,14431838420014.jpg,,,,,,,,,,,,,,,,"No sediment sample, hard bottom No tissue",Agricultural,Sampled,,,,RIBS_Scr
09,SYLV,1.4,,9/23/2015,,"Lope, Duffy, Heitzman, Kate Smith",8:32:00 AM,3,0.1,50,13,290,9.2,87,7.6,98,,,30,10,32,44,13,1,,0,1,50,0,0,,,,,,,,14431834410023.jpg,14431834410024.jpg,1,0,1,0,0,1,1,1,1,0,0,0,,Good,Adequate,,Residential,Sampled,1,1,,SRMT
09,WSCK,3.4,,9/23/2015,,"Lope, Duffy, Heitzman, Kate Smith(Utica office)",12:00:00 PM,10,0.5,0,14.6,2003,6,59,7.4,10,,,,,,,,,,1,1,,,50,2,2,,2,Hard,Gravel,Turb,14431838420033.jpg,14431838420034.jpg,,,,,,,,,,,,,,,,"Diatom pipetted off vegetation, no rocks",residential,Sampled,,,,SRMT
09,REGI,2.3,,6/2/2016,,AC BD EM,2:38:00 PM,,2.7,,21,69.2,8.1,90,7.44,,0.03,1.6,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,SRMT
09,REGI,2.7,,6/2/2016,,AC BD EM,2:45:00 PM,,1.1,,21,69.4,8,89,7.45,,0.03,1.2,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,SRMT
09,REGI,2.8,,6/2/2016,,"Mosher, duffy, chong",12:56:00 PM,,1.5,,20.9,68.6,7.4,84,7.4,,0.03,1.2,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,SRMT
09,REGI,3.1,,6/2/2016,,AC BD EM,1:08:00 PM,,1.7,,21.1,79.6,7.2,81,7.35,,0.04,1.3,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,SRMT
09,REGI,3.3,,6/2/2016,,AC BD EM,1:21:00 PM,,2.3,,21,75.5,7.3,82,7.45,,0.03,1.4,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,SRMT
09,REGI,4.0,,6/2/2016,,AC BD EM,1:41:00 PM,,1.3,,21,78.1,7.4,83,7.38,,0.04,1.3,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,SRMT
09,REGI,7.8,,6/2/2016,,"Mosher, duffy, chong",3:54:00 PM,,0.4,,21.2,129,8.1,92,7.76,,0.1,0.4,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Forest,Sampled,0,0,,SRMT
09,REGI,4.0,,7/6/2016,,"Stieber, Smith",6:45:00 PM,40,1,,28,103,11.6,148,8.4,,0.05,0,,,,,,,,0,1,100,2,40,,,,,,,,14679865700027.jpg,14679865700028.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,Very good,Adequate,Current speed was 4 sec/m Secchi was to the bottom,,Sampled,0,0,,SRMT
09,REGI,2.3,,8/10/2016,,Mosher duffy,5:17:00 PM,75,,,27.6,121,9.8,124,8.4,0,0.1,0,,,,,,,,0,1,0,,0,,,,,,,,14710136020001.jpg,14710136020002.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,Adequate,Same as always,Residential,Sampled,0,0,,SRMT
09,REGI,2.7,,8/10/2016,,Mosher duffy,4:57:00 PM,50,0.1,,27.6,121,9.9,125,8.5,,0.1,0,,50,10,10,30,,,0,0,100,1,0,,,,,,,,14710136020003.jpg,14710136020004.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,Adequate,"Dam removal active, dozers and backhoes",Residential,Sampled,0,0,,SRMT
09,REGI,2.8,,8/10/2016,,Mosher duffy,3:17:00 PM,50,0.1,,27.6,120,10.5,133,8.5,0,0.1,0,,25,20,15,40,0,0,0,1,100,1,0,,,,,,,,14710136020005.jpg,14710136020006.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,Adequate,Lots of algae and several new riffles,Residential,Sampled,0,0,,SRMT
09,REGI,3.1,,8/10/2016,,Duffy Mosher,2:37:00 PM,50,1,30,26.8,124,10.8,135,8.4,,0.1,0,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Sampled,0,0,,SRMT
09,REGI,3.3,,8/10/2016,,Mosher duffy,3:53:00 PM,40,0.3,,27.5,123,10.2,128,8.7,0,0.1,0,,30,20,10,40,,,0,1,0,,20,,,,,,,,14710136020009.jpg,14710136020010.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,Adequate,Water lower,Residential,Sampled,0,0,,SRMT
09,REGI,4.0,,8/10/2016,,Mosher duffy,1:17:00 PM,70,0.2,50,26.1,123,9.6,118,7.8,,0.1,0,,10,30,40,10,,,0,1,100,1,50,,,,,,,,14710136020011.jpg,14710136020012.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,Adequate,"Riffle present now that water has come down, kickable",Residential,Sampled,0,0,,SRMT
09,REGI,7.8,,8/10/2016,,Mosher duffy,11:56:00 AM,60,0.2,75,25.4,173,9.4,115,8.1,,0.1,0,,40,40,10,10,,,0,1,,,,,,,,,,,14710136020013.jpg,14710136020014.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,Adequate,,Forest,Sampled,0,0,,SRMT
09,STRB,0.2,,9/7/2016,,"Lope, Heitz",4:31:00 PM,2,0.1,30,16.7,39,8,81,4.3,94,0.02,0,25,30,40,25,5,,,0,0,50,0,0,,,,,,,,14737043110011.jpg,14737043110012.jpg,1,1,1,0,0,1,1,1,0,0,0,0,Tipulids,,Headwater,"Very low flow, difficult to get kicks",Forest,Sampled,0,0,,SRMT
09,REGI,2.3,,9/15/2016,,Duffy smith,11:53:00 AM,75,4,2,18.7,125,11.4,122,7,,,0,,,,,,,,0,0,,,,,,,,,,,14746516310001.jpg,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,SRMT
09,REGI,2.7,,9/15/2016,,Duffy smith,12:11:00 PM,80,0.3,15,19.3,124,12,131,7.8,,,0,,,,,,,,0,0,,,,,,,,,,,14746516310003.jpg,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,SRMT
09,REGI,2.8,,9/15/2016,,Duffy smith,1:07:00 PM,60,0.5,20,20,124,12.1,133,7.05,,,0,,,,,,,,0,0,,,,,,,,,,,14746516310005.jpg,14746516310006.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,SRMT
09,REGI,3.1,,9/15/2016,,Duffy smith,1:49:00 PM,60,0.7,5,19.4,124,12,130,7.5,,,0,,,,,,,,0,0,,,,,,,,,,,14746516310007.jpg,14746516310008.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,SRMT
09,REGI,3.3,,9/15/2016,,Duffy smith,2:17:00 PM,50,0.7,10,19.5,124,11.6,126,7.7,,,0,,,,,,,,0,0,,,,,,,,,,,14746516310009.jpg,14746516310010.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,RIBS_Int
09,REGI,4.0,,9/15/2016,,Duffy smith,3:17:00 PM,60,0.5,20,19.8,123,11.9,130,7.6,,,0,,,,,,,,0,0,,,,,,,,,,,14746516310011.jpg,14746516310012.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,RIBS_Int
09,REGI,7.8,,9/15/2016,,Duffy smith,4:01:00 PM,60,0.3,60,20,171,12.6,138,8.3,,,0,,,,,,,,0,0,,,,,,,,,,,14746516310013.jpg,14746516310014.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,RMN
10,SBBK,0.5,,9/8/2016,,"Lope, Heitz",9:52:00 AM,,0,,,,,,,,,0,,25,40,35,,,,0,0,,,,,,,,,,,14737043110009.jpg,14737043110010.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Stream was dry at coordinates & for all but very end of stream. Could not find Paul Smith's monitoring equipment, but looks like the high spring flows could wipe out any trace of streamside apparatus",Forest,Sampled,0,0,,RIBS_Int
11,UHUD,27.5,,5/31/2016,,AC DH JL,12:39:00 PM,75,4.1,,23.9,158.8,8.06,95.7,6.53,3,,2.5,,,,,,,,0,0,,,0,,,,,,,,14658445540019.jpg,14658445540020.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,RIBS_Int
11,UHUD,39.8,,5/31/2016,,AC DH JL,11:31:00 AM,80,2.5,,22.9,124.1,8.55,99.6,6.33,0,,2.5,,,,,,,,0,0,0,,0,,,,,,,,14658445540021.jpg,14658445540022.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Industrial,Sampled,0,0,,RIBS_Int
11,UHUD,64.0,,5/31/2016,,AC DH JL,9:55:00 AM,100,2.2,,22.4,99,8.6,99.7,6.5,0,,2.2,,,,,,,,0,0,0,,0,,,,,,,,14658445540023.jpg,14658445540024.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,43.28738 -73.82590 (launch site),Residential,Sampled,0,0,,RMN
11,UHUD,2.7,,6/3/2016,,"Lope, Heitz",10:33:00 AM,150,4.3,,23.7,231,7.8,93.3,7.9,15,,1,,,,,,,,0,0,,,0,,,,,,,,14658445540017.jpg,14658445540018.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,Paddled up from Button Park with USGS Zodiac Couldn't get engine going,Residential,Sampled,0,0,,RIBS_Scr
11,UHUD,2.7,,7/5/2016,,AC DH JL,2:31:00 PM,100,2.5,,25.6,248.8,8.62,105,6.47,0,,1.2,,,,,,,,0,0,,,,,,,,,,,14682457840019.jpg,14682457840020.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,Lost one multiplate,Residential,Sampled,0,0,,RIBS_Scr
