row_index,instance_id,EVENT_SMAS_ID,MFDH_EVENT_SMAS_HISTORY_ID,BASIN,LOCATION,RIVERMILE,MFDH_EVENT_SMAS_SAMPLE_DATE,MFDH_BIOSAMPLE_COLLECT_METHOD,MFDH_BIOSAMP_COL_METHOD_NOTE,MFDH_EPHEMEROPTERA,MFDH_PLECOPTERA,MFDH_TRICHOPTERA,MFDH_COLEOPTERA,MFDH_MEGALOPTERA,MFDH_ODONATA,MFDH_CHIRONOMIDAE,MFDH_SIMULIIDAE,MFDH_DECAPODS,MFDH_GAMMARIDAE,MFDH_MOLLUSCA,MFDH_OLIGOCHAETA,MFDH_TIPULIDAE,MFDH_OTHERS,MFDH_OTHER,MFDH_FIELD_WATER_QLTY,MFDH_HABITAT,MFDH_LGS_HABITAT_BANK,MFDH_LGS_HABITAT_MACROPHYTE,MFDH_LGS_HABITAT_SNAG,MFDH_LGS_HABITAT_SUBSTRATE,MFDH_BOTTOM_TYPE,MFDH_DOMINANT_SUBSTRATE,MFDH_WATER_CLARITY_DRIVER,MFDH_MACRO_COMMENT
1396,08-BEEV-0.8_19920708_1396,08-BEEV-0.8_19920708,08-BEEV-0.8,08,BEEV,0.8,07/08/1992,Unknown,,F,T,T,F,F,F,T,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1397,08-BLCK-30.0_19920708_1397,08-BLCK-30.0_19920708,08-BLCK-30.0,08,BLCK,30.0,07/08/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1398,08-BLCK-76.5_19920708_1398,08-BLCK-76.5_19920708,08-BLCK-76.5,08,BLCK,76.5,07/08/1992,Unknown,,T,F,F,F,F,F,T,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1399,09-STLW-49.8_19920708_1399,09-STLW-49.8_19920708,09-STLW-49.8,09,STLW,49.8,07/08/1992,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1400,09-STLW-86.3_19920708_1400,09-STLW-86.3_19920708,09-STLW-86.3,09,STLW,86.3,07/08/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1401,09-GRAS-10.1_19920709_1401,09-GRAS-10.1_19920709,09-GRAS-10.1,09,GRAS,10.1,07/09/1992,Unknown,,T,T,T,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1402,09-GRAS-15.8_19920709_1402,09-GRAS-15.8_19920709,09-GRAS-15.8,09,GRAS,15.8,07/09/1992,Unknown,,T,T,T,T,F,T,T,F,F,F,F,F,F,T,X,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1403,09-GRAS-44.4_19920709_1403,09-GRAS-44.4_19920709,09-GRAS-44.4,09,GRAS,44.4,07/09/1992,Unknown,,T,F,T,F,T,F,T,F,F,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1404,09-STLW-3.5_19920709_1404,09-STLW-3.5_19920709,09-STLW-3.5,09,STLW,3.5,07/09/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1405,13-LHUD-124.1_19920714_1405,13-LHUD-124.1_19920714,13-LHUD-124.1,13,LHUD,124.1,07/14/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1406,06-APAL-0.1_19920715_1406,06-APAL-0.1_19920715,06-APAL-0.1,06,APAL,0.1,07/15/1992,Unknown,,T,F,T,T,F,F,F,F,F,F,T,F,F,T,X,Good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1407,06-CAYU-0.5_19920715_1407,06-CAYU-0.5_19920715,06-CAYU-0.5,06,CAYU,0.5,07/15/1992,Unknown,,T,T,T,T,F,F,T,F,F,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1408,06-CAYU-1.6_19920715_1408,06-CAYU-1.6_19920715,06-CAYU-1.6,06,CAYU,1.6,07/15/1992,Unknown,,T,F,T,T,T,F,T,F,F,F,F,F,F,F,,Good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1409,06-CAYU-2.1_19920715_1409,06-CAYU-2.1_19920715,06-CAYU-2.1,06,CAYU,2.1,07/15/1992,Unknown,,T,T,T,F,T,F,T,F,T,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1410,06-DILA-5.4_19920715_1410,06-DILA-5.4_19920715,06-DILA-5.4,06,DILA,5.4,07/15/1992,Unknown,,T,T,T,T,T,F,T,F,F,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1411,06-NANG-0.7_19920715_1411,06-NANG-0.7_19920715,06-NANG-0.7,06,NANG,0.7,07/15/1992,Unknown,,T,T,T,T,F,T,T,F,F,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1412,06-NVUS-0.9_19920715_1412,06-NVUS-0.9_19920715,06-NVUS-0.9,06,NVUS,0.9,07/15/1992,Unknown,,T,T,T,T,F,F,T,F,F,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1413,06-SUSQ-3.8_19920715_1413,06-SUSQ-3.8_19920715,06-SUSQ-3.8,06,SUSQ,3.8,07/15/1992,Unknown,,T,T,T,T,F,F,T,F,F,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1414,06-SUSQ-25.2_19920715_1414,06-SUSQ-25.2_19920715,06-SUSQ-25.2,06,SUSQ,25.2,07/15/1992,Unknown,,T,F,T,T,T,F,T,F,F,F,T,F,F,T,X,Good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1415,06-USSQ-121.9_19920715_1415,06-USSQ-121.9_19920715,06-USSQ-121.9,06,USSQ,121.9,07/15/1992,Unknown,,T,T,T,T,F,T,T,F,F,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1416,05-CDEA-1.8_19920716_1416,05-CDEA-1.8_19920716,05-CDEA-1.8,05,CDEA,1.8,07/16/1992,Unknown,,T,F,T,F,F,F,T,F,T,F,F,F,F,T,X,Poor,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1417,05-CHEM-15.7_19920716_1417,05-CHEM-15.7_19920716,05-CHEM-15.7,05,CHEM,15.7,07/16/1992,Unknown,,T,T,T,F,T,F,T,F,F,F,T,F,F,T,X,Good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1418,05-CHEM-33.8_19920716_1418,05-CHEM-33.8_19920716,05-CHEM-33.8,05,CHEM,33.8,07/16/1992,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1419,05-COHO-1.4_19920716_1419,05-COHO-1.4_19920716,05-COHO-1.4,05,COHO,1.4,07/16/1992,Unknown,,T,F,T,T,T,T,T,F,T,F,F,F,F,T,X,Good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1420,05-COHO-5.9_19920716_1420,05-COHO-5.9_19920716,05-COHO-5.9,05,COHO,5.9,07/16/1992,Unknown,,T,F,T,T,T,T,T,T,F,F,F,F,F,F,,Good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1421,05-COHO-17.3_19920716_1421,05-COHO-17.3_19920716,05-COHO-17.3,05,COHO,17.3,07/16/1992,Unknown,,T,F,T,T,F,T,F,F,T,F,F,T,F,T,X,Good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1422,05-COHO-37.2_19920716_1422,05-COHO-37.2_19920716,05-COHO-37.2,05,COHO,37.2,07/16/1992,Unknown,,T,T,T,T,F,F,T,F,T,F,T,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1423,12-CAYA-0.1_19920721_1423,12-CAYA-0.1_19920721,12-CAYA-0.1,12,CAYA,0.1,07/21/1992,Unknown,,T,T,T,F,F,F,T,F,T,F,F,F,F,T,X,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1424,12-CAYA-2.9_19920721_1424,12-CAYA-2.9_19920721,12-CAYA-2.9,12,CAYA,2.9,07/21/1992,Unknown,,T,T,T,T,F,F,T,F,F,F,F,F,F,T,X,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1425,12-CAYA-4.7_19920721_1425,12-CAYA-4.7_19920721,12-CAYA-4.7,12,CAYA,4.7,07/21/1992,Unknown,,T,T,T,T,F,F,T,T,T,F,F,F,F,T,X,Good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1426,12-CAYA-6.7_19920721_1426,12-CAYA-6.7_19920721,12-CAYA-6.7,12,CAYA,6.7,07/21/1992,Unknown,,T,T,T,T,T,F,F,F,T,F,F,F,F,T,X,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1427,13-NORM-3.7_19920724_1427,13-NORM-3.7_19920724,13-NORM-3.7,13,NORM,3.7,07/24/1992,Unknown,,T,F,T,T,F,F,T,F,F,F,F,F,F,F,,Good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1428,13-POST-14.2_19920724_1428,13-POST-14.2_19920724,13-POST-14.2,13,POST,14.2,07/24/1992,Unknown,,T,T,T,T,T,F,T,F,T,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1429,13-POST-18.4_19920724_1429,13-POST-18.4_19920724,13-POST-18.4,13,POST,18.4,07/24/1992,Unknown,,T,T,T,F,T,T,T,T,F,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1430,13-SALT-1.9_19920724_1430,13-SALT-1.9_19920724,13-SALT-1.9,13,SALT,1.9,07/24/1992,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,Very_poor,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1431,11-WALL-1.5_19920724_1431,11-WALL-1.5_19920724,11-WALL-1.5,11,WALL,1.5,07/24/1992,Not_Sampled,,T,T,T,T,T,F,T,T,T,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1432,13-ROLF-2.4_19920728_1432,13-ROLF-2.4_19920728,13-ROLF-2.4,13,ROLF,2.4,07/28/1992,Unknown,,T,T,T,T,T,T,T,T,F,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1433,13-ROLF-8.5_19920728_1433,13-ROLF-8.5_19920728,13-ROLF-8.5,13,ROLF,8.5,07/28/1992,Unknown,,T,T,T,T,T,F,T,F,F,F,F,T,F,T,X,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1434,13-ROLF-13.7_19920728_1434,13-ROLF-13.7_19920728,13-ROLF-13.7,13,ROLF,13.7,07/28/1992,Unknown,,T,T,T,T,T,F,T,F,T,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1435,13-ROLF-19.7_19920728_1435,13-ROLF-19.7_19920728,13-ROLF-19.7,13,ROLF,19.7,07/28/1992,Unknown,,T,T,T,T,T,F,T,F,F,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1436,13-ROLF-25.6_19920728_1436,13-ROLF-25.6_19920728,13-ROLF-25.6,13,ROLF,25.6,07/28/1992,Unknown,,T,T,T,T,T,F,T,F,F,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1437,13-ROLF-28.0_19920728_1437,13-ROLF-28.0_19920728,13-ROLF-28.0,13,ROLF,28.0,07/28/1992,Unknown,,T,T,T,T,T,F,T,F,F,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1438,13-ROLF-31.6_19920728_1438,13-ROLF-31.6_19920728,13-ROLF-31.6,13,ROLF,31.6,07/28/1992,Unknown,,T,T,T,F,T,F,T,T,F,T,F,F,F,T,X,Good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1439,04-GENS-2.6_19920804_1439,04-GENS-2.6_19920804,04-GENS-2.6,04,GENS,2.6,08/04/1992,Unknown,,T,F,T,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1440,04-GENS-3.7_19920804_1440,04-GENS-3.7_19920804,04-GENS-3.7,04,GENS,3.7,08/04/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1441,04-GENS-4.7_19920804_1441,04-GENS-4.7_19920804,04-GENS-4.7,04,GENS,4.7,08/04/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1442,04-GENS_BE-4.2_19920804_1442,04-GENS_BE-4.2_19920804,04-GENS_BE-4.2,04,GENS_BE,4.2,08/04/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1443,04-GENS_BW-4.2_19920804_1443,04-GENS_BW-4.2_19920804,04-GENS_BW-4.2,04,GENS_BW,4.2,08/04/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1444,04-GENS-10.5_19920805_1444,04-GENS-10.5_19920805,04-GENS-10.5,04,GENS,10.5,08/05/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1445,04-GENS-12.3_19920805_1445,04-GENS-12.3_19920805,04-GENS-12.3,04,GENS,12.3,08/05/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1446,08-BEEV-0.8_19920812_1446,08-BEEV-0.8_19920812,08-BEEV-0.8,08,BEEV,0.8,08/12/1992,Unknown,,F,F,T,F,F,F,F,T,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1447,08-BLCK-30.0_19920812_1447,08-BLCK-30.0_19920812,08-BLCK-30.0,08,BLCK,30.0,08/12/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1448,08-BLCK-76.5_19920812_1448,08-BLCK-76.5_19920812,08-BLCK-76.5,08,BLCK,76.5,08/12/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1449,09-STLW-49.8_19920812_1449,09-STLW-49.8_19920812,09-STLW-49.8,09,STLW,49.8,08/12/1992,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1450,09-STLW-86.3_19920812_1450,09-STLW-86.3_19920812,09-STLW-86.3,09,STLW,86.3,08/12/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1451,09-GRAS-4.9_19920813_1451,09-GRAS-4.9_19920813,09-GRAS-4.9,09,GRAS,4.9,08/13/1992,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1452,09-GRAS-10.1_19920813_1452,09-GRAS-10.1_19920813,09-GRAS-10.1,09,GRAS,10.1,08/13/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1453,09-RAQU-3.2_19920813_1453,09-RAQU-3.2_19920813,09-RAQU-3.2,09,RAQU,3.2,08/13/1992,Unknown,,T,T,T,T,F,F,T,F,F,F,F,T,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1454,09-STLW-3.5_19920813_1454,09-STLW-3.5_19920813,09-STLW-3.5,09,STLW,3.5,08/13/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1455,13-LHUD-124.1_19920821_1455,13-LHUD-124.1_19920821,13-LHUD-124.1,13,LHUD,124.1,08/21/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1456,13-SAW-1.4_19920826_1456,13-SAW-1.4_19920826,13-SAW-1.4,13,SAW,1.4,08/26/1992,Unknown,,F,F,F,F,F,F,T,F,T,F,F,F,F,T,X,Very_poor,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1457,13-SAW-4.5_19920826_1457,13-SAW-4.5_19920826,13-SAW-4.5,13,SAW,4.5,08/26/1992,Unknown,,T,F,T,F,F,F,T,F,T,F,F,F,F,T,X,Good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1458,13-SAW-10.8_19920826_1458,13-SAW-10.8_19920826,13-SAW-10.8,13,SAW,10.8,08/26/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,T,F,T,X,Poor,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1459,13-SAW-18.4_19920826_1459,13-SAW-18.4_19920826,13-SAW-18.4,13,SAW,18.4,08/26/1992,Unknown,,T,F,T,T,F,T,T,F,T,F,F,T,F,F,,Good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1460,16-SWMP-0.2_19920826_1460,16-SWMP-0.2_19920826,16-SWMP-0.2,16,SWMP,0.2,08/26/1992,Unknown,,T,T,T,T,F,F,T,F,F,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1461,16-TEN-2.5_19920826_1461,16-TEN-2.5_19920826,16-TEN-2.5,16,TEN,2.5,08/26/1992,Unknown,,T,T,T,T,F,F,T,F,F,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1462,16-TEN-5.2_19920826_1462,16-TEN-5.2_19920826,16-TEN-5.2,16,TEN,5.2,08/26/1992,Unknown,,T,T,T,T,T,F,T,F,F,F,F,F,F,T,X,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1463,16-TEN-8.5_19920826_1463,16-TEN-8.5_19920826,16-TEN-8.5,16,TEN,8.5,08/26/1992,Unknown,,T,T,T,T,T,F,T,F,F,F,F,F,F,T,X,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1464,16-TEN-11.0_19920826_1464,16-TEN-11.0_19920826,16-TEN-11.0,16,TEN,11.0,08/26/1992,Unknown,,T,T,T,T,T,F,T,F,F,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1465,16-TEN-15.5_19920826_1465,16-TEN-15.5_19920826,16-TEN-15.5,16,TEN,15.5,08/26/1992,Unknown,,T,T,T,T,T,F,T,F,T,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1466,16-WEBA-10.7_19920826_1466,16-WEBA-10.7_19920826,16-WEBA-10.7,16,WEBA,10.7,08/26/1992,Unknown,,T,T,T,F,T,F,T,F,T,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1467,13-MONH-0.4_19920827_1467,13-MONH-0.4_19920827,13-MONH-0.4,13,MONH,0.4,08/27/1992,Unknown,,T,F,T,F,F,F,T,F,T,F,F,F,F,T,X,Good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1468,13-MONH-2.1_19920827_1468,13-MONH-2.1_19920827,13-MONH-2.1,13,MONH,2.1,08/27/1992,Unknown,,F,F,T,T,F,F,T,T,T,F,F,F,F,T,X,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1469,13-MONH-3.5_19920827_1469,13-MONH-3.5_19920827,13-MONH-3.5,13,MONH,3.5,08/27/1992,Unknown,,T,F,T,F,F,F,T,T,T,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1470,13-MONH-4.1_19920827_1470,13-MONH-4.1_19920827,13-MONH-4.1,13,MONH,4.1,08/27/1992,Unknown,,T,F,F,T,F,F,T,T,T,F,T,F,F,T,X,Poor,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1471,13-MOOD-0.8_19920827_1471,13-MOOD-0.8_19920827,13-MOOD-0.8,13,MOOD,0.8,08/27/1992,Unknown,,T,T,T,T,T,F,T,F,F,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1472,13-QUAS-0.3_19920827_1472,13-QUAS-0.3_19920827,13-QUAS-0.3,13,QUAS,0.3,08/27/1992,Unknown,,T,F,T,T,F,F,T,F,F,F,F,F,F,T,X,Good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1473,13-ROND-9.9_19920827_1473,13-ROND-9.9_19920827,13-ROND-9.9,13,ROND,9.9,08/27/1992,Unknown,,T,F,T,T,T,F,T,F,F,F,F,F,F,F,,Good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1474,13-ROND-49.3_19920827_1474,13-ROND-49.3_19920827,13-ROND-49.3,13,ROND,49.3,08/27/1992,Unknown,,T,T,T,T,F,F,T,F,F,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1475,06-DRYT-0.2_19920901_1475,06-DRYT-0.2_19920901,06-DRYT-0.2,06,DRYT,0.2,09/01/1992,Unknown,,T,T,T,T,F,F,T,F,F,F,F,F,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1476,06-NANG_W-0.3_19920901_1476,06-NANG_W-0.3_19920901,06-NANG_W-0.3,06,NANG_W,0.3,09/01/1992,Unknown,,T,T,T,F,F,F,T,T,T,F,F,F,F,T,X,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1477,06-OTTC-0.2_19920901_1477,06-OTTC-0.2_19920901,06-OTTC-0.2,06,OTTC,0.2,09/01/1992,Unknown,,T,F,T,F,F,F,T,T,F,F,F,T,F,F,,Good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1478,06-PAYN-0.4_19920901_1478,06-PAYN-0.4_19920901,06-PAYN-0.4,06,PAYN,0.4,09/01/1992,Unknown,,F,F,T,T,F,F,F,F,T,T,T,F,F,T,X,Good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1479,06-PAYN-1.1_19920901_1479,06-PAYN-1.1_19920901,06-PAYN-1.1,06,PAYN,1.1,09/01/1992,Unknown,,F,F,T,F,F,F,T,F,F,T,F,F,F,T,X,Poor,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1480,06-PAYN-2.3_19920901_1480,06-PAYN-2.3_19920901,06-PAYN-2.3,06,PAYN,2.3,09/01/1992,Unknown,,F,F,F,F,F,F,F,F,T,F,F,F,F,T,X,Good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1481,05-CHEM-15.7_19920902_1481,05-CHEM-15.7_19920902,05-CHEM-15.7,05,CHEM,15.7,09/02/1992,Unknown,,T,F,T,T,T,F,T,T,T,F,F,T,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1482,05-CHEM-33.8_19920902_1482,05-CHEM-33.8_19920902,05-CHEM-33.8,05,CHEM,33.8,09/02/1992,Unknown,,T,F,T,T,T,F,F,T,F,F,F,F,F,T,X,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1483,05-STEO-9.7_19920902_1483,05-STEO-9.7_19920902,05-STEO-9.7,05,STEO,9.7,09/02/1992,Unknown,,T,T,T,T,T,T,T,T,T,F,F,T,F,F,,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1484,06-SUSQ-15.0_19920902_1484,06-SUSQ-15.0_19920902,06-SUSQ-15.0,06,SUSQ,15.0,09/02/1992,Unknown,,T,T,T,T,T,F,T,F,T,F,T,T,F,T,X,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1485,05-TOGA-1.3_19920902_1485,05-TOGA-1.3_19920902,05-TOGA-1.3,05,TOGA,1.3,09/02/1992,Unknown,,T,T,T,T,T,F,F,F,F,F,F,T,F,T,X,Very_good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1486,05-TOGA-10.7_19920902_1486,05-TOGA-10.7_19920902,05-TOGA-10.7,05,TOGA,10.7,09/02/1992,Unknown,,T,F,T,F,T,F,T,T,F,F,T,F,F,T,X,Good,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1487,04-GENS-2.6_19920908_1487,04-GENS-2.6_19920908,04-GENS-2.6,04,GENS,2.6,09/08/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1488,04-GENS-3.7_19920908_1488,04-GENS-3.7_19920908,04-GENS-3.7,04,GENS,3.7,09/08/1992,Unknown,,F,F,T,F,F,F,T,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1489,04-GENS-4.7_19920908_1489,04-GENS-4.7_19920908,04-GENS-4.7,04,GENS,4.7,09/08/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1490,04-GENS-10.5_19920908_1490,04-GENS-10.5_19920908,04-GENS-10.5,04,GENS,10.5,09/08/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1491,04-GENS-12.3_19920908_1491,04-GENS-12.3_19920908,04-GENS-12.3,04,GENS,12.3,09/08/1992,Unknown,,T,F,F,F,F,F,T,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1492,04-GENS_BE-4.2_19920908_1492,04-GENS_BE-4.2_19920908,04-GENS_BE-4.2,04,GENS_BE,4.2,09/08/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1493,04-GENS_BW-4.2_19920908_1493,04-GENS_BW-4.2_19920908,04-GENS_BW-4.2,04,GENS_BW,4.2,09/08/1992,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1494,07-NORB_T10-1.5_19920909_1494,07-NORB_T10-1.5_19920909,07-NORB_T10-1.5,07,NORB_T10,1.5,09/09/1992,Unknown,,T,F,T,T,F,F,T,F,T,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1495,01-TONA-58.3_19920909_1495,01-TONA-58.3_19920909,01-TONA-58.3,01,TONA,58.3,09/09/1992,Unknown,,T,F,T,T,F,F,F,T,F,F,F,F,F,T,X,Poor,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
1496,01-TONA-62.7_19920909_1496,01-TONA-62.7_19920909,01-TONA-62.7,01,TONA,62.7,09/09/1992,Unknown,,T,F,T,T,F,F,T,T,F,T,F,T,F,F,,Poor,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
