HABITAT_FIELD_DATA_HISTORY_ID,EVENT_SMAS_ID,HFDH_GRADIENT,HFDH_EPIFAUNAL_COVER,HFDH_EMBEDDEDNESS_POOLING,HFDH_VELOCITY_DEPTH_REGIME,HFDH_SEDIMENT_DEPOSITION,HFDH_FLOW_STATUS,HFDH_CHANNEL_ALTERATION,HFDH_RIFFLE_BEND_FREQUENCY,HFDH_LEFT_BANK_STABILITY,HFDH_RIGHT_BANK_STABILITY,HFDH_LEFT_BANK_VEG,HFDH_RIGHT_BANK_VEG,HFDH_LEFT_BANK_VEG_ZONE,HFDH_RIGHT_BANK_VEG_ZONE,HFDH_HABITAT_COMMENT,CREATE_DATE,END_DATE,UPDATE_DATE,UPDATED_BY_GUID
911,02-ISCH-15.1_20110727,High,12,15,15,15,15,16,5,7,8,8,9,3,1,Point bar center of stream with riffle on either side each channel about 2 to3 meters wide entire bed 20m tall grasses on bar,,,,
912,02-ISCH-17.2_20110727,High,15,12,17,17,19,17,17,9,8,4,4,1,1,Golf course bothsides of stream with mowed grass almost to stream both banks,,,,
913,02-LEON-1.8_20110727,High,15,13,4,10,15,11,15,7,7,7,7,3,3,,,,,
914,02-LVAL-5.7_20110727,Low,12,16,11,14,9,15,10,7,7,9,9,4,4,Low flow channel about 20m wide wetted only 2m,,,,
915,02-MIXC-1.7_20110727,High,14,15,8,8,16,15,15,3,2,7,7,4,7,,,,,
916,02-NEWR-0.2_20110727,High,8,15,5,15,15,2,12,3,3,3,4,4,0,,,,,
917,02-QRUN-0.3_20110727,High,13,15,13,14,16,18,15,6,7,3,8,5,8,,,,,
918,02-REDH-5.6_20110727,High,18,18,12,16,8,11,18,8,9,5,3,8,2,,,,,
919,02-SOMM-3.2_20110727,High,15,18,14,15,4,20,16,6,8,8,9,6,4,,,,,
920,02-STIL-3.8_20110727,High,10,18,8,13,18,19,10,9,5,8,8,9,4,,,,,
921,02-STIL-7.2_20110727,High,3,17,6,13,16,17,11,8,7,3,7,0,7,,,,,
922,02-STOR-0.8_20110727,High,14,14,8,0,14,15,19,9,6,9,9,3,2,,,,,
923,02-TUNG-7.1_20110727,High,18,13,16,13,15,20,17,5,5,6,8,10,7,,,,,
924,02-WANG-8.6_20110727,Low,12,10,13,9,12,15,9,4,4,7,7,5,5,,,,,
925,02-WANG-20.9_20110727,High,13,13,16,15,11,15,14,7,7,8,6,3,5,Purple loosetrife along right bank,,,,
926,02-WANG-31.9_20110727,Low,6,7,6,14,16,19,16,9,9,8,8,3,3,Little to no flow standing stagnant water with duck weed floating and organic matter and muck on bottom currly leaf pond weed elodea coontail,,,,
927,02-WILO-0.8_20110727,High,18,15,9,13,7,19,19,8,8,5,5,5,5,,,,,
928,02-WRUN-1.0_20110727,High,18,13,14,18,18,13,13,4,8,9,8,10,6,,,,,
929,02-ALGY-49.5_20110728,High,4,16,9,13,17,10,3,7,8,7,7,4,4,,,,,
930,02-BLHL-0.5_20110728,High,13,18,10,11,9,15,19,9,9,5,9,5,8,,,,,
931,02-FIVE-9.3_20110728,High,15,13,15,15,14,19,12,6,7,10,10,8,9,,,,,
932,02-ISCH-0.9_20110728,High,18,13,18,15,13,17,16,8,6,8,6,7,9,,,,,
933,02-LGEN-3.6_20110728,High,4,15,5,14,0,14,3,5,3,6,6,2,2,,,,,
934,02-OLEA-3.9_20110728,High,15,15,14,13,14,16,11,7,7,6,5,7,5,,,,,
935,02-RAWS-5.0_20110728,Low,13,10,9,19,19,19,6,9,9,8,8,7,5,"Several braids through old field habitat beaver activity, currley leafpond weed and duckweed in stream",,,,
936,02-WAYO-2.3_20110728,High,10,16,12,15,17,6,9,1,4,1,5,0,5,Major bulldozing and clearing along left bank for construction of a new RV Park.,,,,
937,12-BATV-14.0_20110801,High,15,16,11,16,8,16,15,4,8,3,6,3,8,,,,,
938,14-BISC-0.7_20110801,High,17,18,15,19,19,20,20,10,9,9,8,10,8,,,,,
939,07-FALL-17.9_20110801,High,12,14,12,13,12,16,18,10,7,9,8,10,8,,,,,
940,14-MLBR-9.0_20110801,High,19,17,17,14,14,19,20,8,9,7,8,6,10,,,,,
941,13-USOP-21.5_20110801,High,13,18,15,17,11,12,18,10,9,6,9,2,10,,,,,
942,14-CHOL-0.4_20110802,High,15,10,15,11,14,13,19,7,7,8,6,7,3,Lots of constreucxtion and close to road,,,,
943,14-FCLV-0.1_20110802,High,12,12,16,8,8,18,17,7,7,9,9,10,10,,,,,
944,14-GBUR-0.8_20110802,High,14,14,12,15,17,12,20,10,10,9,6,10,2,Very close to road,,,,
945,14-HUCK-0.4_20110802,High,14,10,15,13,13,16,20,8,6,7,7,10,10,Evergreen canopy doesnt allow understory,,,,
946,14-THOH-4.3_20110802,High,12,17,11,18,19,18,20,9,9,9,9,10,10,,,,,
947,14-WOFH-1.2_20110802,High,12,16,11,14,15,12,20,8,5,8,6,10,1,Bank stab with boulders,,,,
948,14-BAXT-3.6_20110803,High,15,15,11,15,10,15,19,9,7,9,2,9,2,,,,,
949,14-CHSB-1.0_20110803,High,16,14,13,14,13,19,20,9,6,10,3,10,3,,,,,
950,14-DRYD-2.1_20110803,High,15,15,11,15,13,17,17,8,7,10,6,10,6,,,,,
951,14-SHRB_T2-0.2_20110803,High,15,17,11,14,8,19,9,6,6,2,7,2,8,,,,,
952,12-INDK-0.3_20110808,High,17,17,12,14,17,15,8,2,2,6,6,8,2,,,,,
953,12-SHAK-1.8_20110808,High,10,15,15,15,18,14,7,2,5,7,8,7,2,,,,,
954,12-BATV-0.1_20110809,High,14,10,15,15,17,17,20,9,9,8,8,7,7,,,,,
955,12-BETY-0.2_20110809,High,19,18,19,19,19,8,19,9,9,8,8,10,10,,,,,
956,11-ADKS11_2009-0.3_20110810,High,20,20,20,20,20,19,20,10,10,10,10,10,10,Perfect,,,,
957,11-ADKS11_2010-0.3_20110810,High,20,20,20,20,20,20,20,10,10,10,10,10,10,,,,,
958,10-ADKS11_2011-0.7_20110810,High,20,20,20,20,20,19,20,10,10,10,10,10,10,,,,,
959,12-COBL-0.6_20110810,High,13,16,0,13,13,12,16,8,8,3,3,4,4,,,,,
960,12-LKIL-0.4_20110810,High,14,13,13,11,16,17,14,7,7,5,8,3,8,,,,,
961,12-NMIL-13.9_20110810,High,14,14,15,12,15,11,12,3,7,8,8,9,8,,,,,
962,12-ORSK-0.9_20110810,High,11,14,17,15,14,11,10,7,7,7,4,3,4,,,,,
963,12-SAUQ-1.7_20110810,High,11,16,14,12,13,17,17,6,7,2,2,1,1,,,,,
964,12-SIXM-1.6_20110810,Low,8,8,15,8,13,15,12,6,4,8,2,9,2,,,,,
965,10-ADKS11_171-0.2_20110811,High,20,20,20,20,20,19,20,10,10,10,10,10,10,,,,,
966,10-ADKS11_2007-2.5_20110811,High,20,20,20,20,20,20,20,10,10,10,10,10,10,,,,,
967,10-ADKS11_206-0.2_20110811,High,20,20,20,20,20,20,20,10,10,10,10,10,10,,,,,
968,12-CAYA-4.7_20110811,High,16,13,13,17,15,15,18,9,9,6,3,4,2,,,,,
969,12-MATT-0.4_20110811,High,12,13,0,9,14,18,13,9,9,4,2,3,2,,,,,
970,12-NCHU-3.2_20110811,High,15,17,12,16,15,17,18,9,8,0,4,0,4,,,,,
971,12-SCHO-79.0_20110811,High,13,15,12,13,11,12,12,6,8,4,2,3,1,,,,,
972,10-ADKS11_2004-2.5_20110812,High,20,20,20,20,20,18,20,10,10,10,10,10,10,,,,,
973,10-ADKS11_2005-3.2_20110812,High,20,20,20,20,20,19,20,10,10,10,10,10,10,,,,,
974,10-ADKS11_2006-3.1_20110812,High,17,15,20,16,20,18,20,10,10,10,10,10,10,Stream has been channelized for drainage,,,,
975,12-ADKS11_124-1.7_20110816,High,16,8,14,16,17,18,18,8,8,9,9,9,9,,,,,
976,11-ADKS11_16-0.2_20110816,High,9,7,7,9,10,6,15,2,8,8,10,5,4,Nice site good fauna,,,,
977,12-ADKS11_233-0.3_20110816,High,1,10,13,6,16,6,19,6,9,2,4,5,2,,,,,
978,11-ADKS11_72-0.4_20110816,High,13,6,9,2,9,6,14,8,7,8,8,5,5,Forest land possibly ephemeral trib,,,,
979,11-ADKS11_120-0.9_20110817,High,18,18,12,14,9,20,19,8,8,10,10,10,10,,,,,
980,11-ADKS11_147-0.5_20110817,High,20,20,20,20,20,19,20,10,10,10,10,10,10,,,,,
981,09-ADKS11_157-1.6_20110817,High,19,20,20,20,20,18,20,9,9,9,10,9,9,,,,,
982,11-ADKS11_165-0.1_20110817,High,20,20,20,20,20,19,20,10,10,10,10,10,10,,,,,
983,11-ADKS11_166-1.5_20110817,Low,20,20,20,20,20,20,20,10,10,10,10,10,10,,,,,
984,11-ADKS11_168-0.8_20110817,High,15,9,10,13,9,19,14,8,6,10,10,10,10,,,,,
985,11-ADKS11_212-0.1_20110817,High,20,20,20,20,20,20,20,10,10,10,10,10,10,,,,,
986,11-ADKS11_247-2.1_20110817,High,15,16,15,17,15,19,19,9,9,9,10,8,10,,,,,
987,11-ADKS11_262-0.7_20110817,High,18,17,14,17,16,18,18,7,7,6,9,5,9,,,,,
988,11-ADKS11_278-0.8_20110817,Low,20,20,20,20,20,20,20,10,10,8,8,10,10,,,,,
989,11-ADKS11_60-0.2_20110817,High,15,15,9,12,12,20,15,8,8,10,10,10,10,,,,,
990,11-ADKS11_63-0.6_20110817,High,20,20,20,20,20,18,20,10,10,10,10,10,10,,,,,
991,11-ADKS11_08-0.7_20110818,High,20,20,20,20,20,19,20,10,10,10,10,10,10,,,,,
992,10-ADKS11_103-1.6_20110818,High,20,20,20,18,20,18,20,10,10,10,10,10,10,,,,,
993,11-ADKS11_156-0.1_20110818,High,20,20,20,20,20,19,20,10,10,10,10,10,10,,,,,
994,11-ADKS11_176-0.9_20110818,High,14,15,12,12,10,20,17,9,9,10,10,10,10,,,,,
995,11-ADKS11_180-0.6_20110818,High,20,20,20,20,20,20,20,10,10,10,10,10,10,,,,,
996,11-ADKS11_209-0.1_20110818,High,13,11,12,11,9,19,14,8,5,7,7,9,7,,,,,
997,12-ADKS11_224-0.4_20110818,High,16,14,11,15,9,20,19,9,9,10,10,10,10,,,,,
998,11-ADKS11_245-1.4_20110818,High,20,20,20,20,20,18,20,10,10,10,10,9,10,,,,,
999,12-ADKS11_41-0.8_20110818,High,15,11,10,16,8,20,11,8,8,10,10,10,9,,,,,
1000,11-ADKS11_46-1.6_20110818,High,20,19,20,19,20,20,20,9,10,10,10,9,10,,,,,
1001,07-BUTL-3.5_20110831,Low,7,11,13,9,15,13,14,8,8,5,4,4,3,,,,,
1002,07-CANA-26.8_20110831,High,15,14,10,14,18,19,19,6,6,5,5,5,5,,,,,
1003,07-CANA-32.8_20110831,High,8,11,16,15,20,6,10,5,5,4,4,8,3,Man made channel for waste water plant,,,,
1004,07-FLNT-3.6_20110831,High,15,16,14,17,10,18,18,9,7,7,7,5,5,,,,,
1005,07-GNAR-13.7_20110831,High,15,11,13,12,16,11,8,6,6,5,4,4,4,,,,,
1006,07-GNAR-22.2_20110831,High,15,16,16,16,16,11,15,6,8,3,7,2,6,,,,,
1007,07-GRBR-0.3_20110831,High,16,15,13,11,14,17,13,6,3,7,9,7,9,,,,,
1008,07-GRBR-1.4_20110831,High,13,11,15,13,10,12,13,7,4,2,3,2,4,Foam on water after riffle Not great looking,,,,
1009,07-MART-3.8_20110831,High,16,10,14,16,15,12,17,7,5,2,2,2,2,,,,,
1010,07-MUSK-0.5_20110831,Low,5,7,13,10,14,16,9,7,7,8,6,8,6,,,,,
1011,07-OWAS-4.0_20110831,High,10,14,20,20,17,20,13,8,5,9,6,10,5,,,,,
1012,07-POBK_T4-1.5_20110831,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,Middle of farm field,,,,
1013,07-RCKY-0.3_20110831,High,14,17,15,15,15,18,19,8,8,7,7,8,5,,,,,
1014,07-SEOS_T37-0.2_20110831,High,14,13,11,16,13,15,13,8,6,7,5,8,3,,,,,
1015,07-SUKE-0.6_20110831,Low,7,8,8,10,5,10,1,1,1,1,1,0,0,Near old coal gas plant,,,,
1016,07-CASC-0.8_20110901,High,10,18,10,15,15,10,20,10,10,0,0,0,0,Concrete walls both sides,,,,
1017,07-CAYG-4.1_20110901,High,14,12,18,15,18,14,18,10,7,1,8,5,8,Rail road along left bank,,,,
1018,07-CAYG_T27-0.8_20110901,High,16,16,12,17,8,16,17,6,6,5,9,3,10,,,,,
1019,07-CAYG_T41-1.0_20110901,High,14,16,11,10,8,18,18,7,8,10,8,10,8,,,,,
1020,07-CAYT_T123-1.9_20110901,High,11,14,7,10,0,14,13,4,4,2,3,1,2,,,,,
1021,07-FALL-1.2_20110901,High,15,18,20,20,13,20,20,10,10,7,5,5,5,Rock clif to right,,,,
1022,07-INDA_T3-0.5_20110901,High,12,14,11,15,7,20,14,8,5,10,10,10,9,,,,,
1023,07-OWLI_T20-3.7_20110901,High,14,14,5,0,5,20,5,7,7,7,7,10,10,"Stream through shalle bed rock,low flow",,,,
1024,07-SMIL_T3-0.9_20110901,High,11,14,11,16,7,12,15,5,9,3,5,2,6,Very low flow on bedrock,,,,
1025,07-SMON-18.8_20110901,Low,10,16,15,15,15,15,10,9,9,9,9,4,4,,,,,
1026,07-SXML-0.7_20110901,High,14,18,20,14,14,10,15,10,10,0,0,2,2,Concrete walls both sides,,,,
1027,07-TGHN-0.8_20110901,High,13,16,14,15,13,11,16,9,10,7,1,5,1,In park Trails surrounding + parking lot,,,,
1028,07-TGHN-3.5_20110901,High,12,13,12,14,12,15,15,8,7,4,6,3,7,,,,,
1029,07-TGHN-9.6_20110901,High,16,14,13,13,10,20,19,6,8,4,9,2,10,,,,,
1030,07-TRUM-2.8_20110901,High,13,12,0,13,12,15,16,7,8,2,4,1,3,,,,,
1031,07-YAWG-2.3_20110901,High,18,14,14,14,9,18,15,8,8,9,9,10,10,,,,,
1032,07-YAWG_N-0.2_20110901,High,17,15,15,15,15,20,18,8,8,8,8,10,10,,,,,
1033,07-BNUT_T25-1.4_20110902,High,20,15,10,15,9,20,14,10,10,10,10,10,10,,,,,
1034,07-CHIT-32.0_20110902,High,15,11,14,12,14,17,17,8,7,4,2,3,2,Construction type business right next to bank,,,,
1035,07-CHIT-34.5_20110902,High,14,10,15,16,13,11,15,8,8,1,2,1,2,,,,,
1036,07-GROU-1.5_20110902,High,18,10,20,0,16,17,20,10,10,10,0,10,7,,,,,
1037,07-RATG-0.7_20110902,High,20,14,15,18,8,20,20,5,8,5,9,0,8,,,,,
1038,07-SCON-0.9_20110902,High,14,12,0,15,16,15,14,7,7,7,7,6,4,Closed snack bar on right,,,,
1039,07-SPAF-1.6_20110902,Low,17,15,13,15,18,20,10,10,10,9,9,2,2,,,,,
1040,07-TOTA-0.6_20110902,High,8,14,13,9,10,11,11,5,7,3,2,2,1,Stream right next tio Thruway,,,,
1041,07-TOTA-0.8_20110902,High,9,16,11,9,12,14,14,6,7,1,5,1,3,In industrial area,,,,
1042,07-CONK-1.0_20110920,High,10,7,5,3,9,6,17,6,4,7,7,3,3,Nice glen,,,,
1043,07-FLNT-8.7_20110920,High,10,11,11,14,16,17,13,10,9,9,9,9,0,,,,,
1044,07-GLNK_T19-0.1_20110920,High,6,15,13,6,6,1,9,9,7,7,7,9,9,,,,,
1045,07-KEUK-0.3_20110920,High,18,15,16,14,20,15,17,9,9,9,9,8,10,,,,,
1046,07-MENT-2.4_20110920,High,12,4,14,7,6,2,12,8,7,6,8,2,8,,,,,
1047,07-MITH-3.5_20110920,High,17,16,7,12,14,18,16,7,4,7,7,1,3,,,,,
1048,07-MUDG_T77-0.9_20110920,High,18,18,11,9,4,1,15,4,4,9,9,9,9,,,,,
1049,07-SENP_T33-0.7_20110920,High,5,2,8,3,11,4,15,3,6,4,6,4,4,Glen with vertical cliff walls at waterfall,,,,
1050,07-TKEU-0.3_20110920,High,0,0,0,0,0,0,0,0,0,0,0,0,0,No water  resident said it rarely runs at all,,,,
1051,07-WEST_T23-1.8_20110920,High,0,0,0,0,1,0,0,8,8,6,6,3,3,Standing pools of water,,,,
1052,07-BUXT_T3-1.5_20110921,High,18,6,10,10,6,19,14,8,8,9,9,9,9,,,,,
1053,07-CHIT-3.4_20110921,High,10,4,13,4,12,2,15,8,8,7,6,7,7,Good site,,,,
1054,07-DUCH-5.4_20110921,High,14,7,0,0,17,16,15,8,8,9,9,2,3,,,,,
1055,07-DUCH-8.3_20110921,High,14,3,0,15,17,6,16,8,6,8,8,8,3,,,,,
1056,07-FISO-11.2_20110921,High,11,5,10,10,15,10,13,4,5,5,5,6,6,,,,,
1057,07-FSHO_W-14.5_20110921,High,6,13,15,10,17,10,17,7,6,5,6,3,3,,,,,
1058,07-FSHO_W-19.5_20110921,High,11,8,13,6,11,2,11,8,8,8,8,6,6,Nice stream good riff and pools,,,,
1059,07-NINE-7.8_20110921,High,8,12,15,4,4,3,9,7,4,6,4,1,9,,,,,
1060,07-NORB_T10-1.5_20110921,High,1,13,3,2,2,18,1,9,9,9,9,9,9,,,,,
1061,07-ONON-1.0_20110921,High,10,8,11,8,13,14,8,6,8,8,5,2,3,Most  glass ever,,,,
1062,07-OSWE_T8-0.1_20110921,Low,7,11,1,14,10,10,2,5,4,7,8,6,6,Wetland near road culvert,,,,
1063,07-OWAS-8.6_20110921,High,15,15,8,11,13,10,15,8,6,9,9,9,9,,,,,
1064,07-OXCR-7.6_20110921,Low,10,6,3,12,3,5,10,8,8,8,8,6,6,,,,,
1065,07-PUTN_T36-9.7_20110921,High,14,12,16,5,2,2,4,9,9,8,8,2,2,,,,,
1066,07-SKAN-2.2_20110921,High,9,11,11,9,12,12,13,5,6,9,9,9,1,,,,,
1067,07-SKAT_T14-0.2_20110921,High,12,12,14,13,10,6,15,3,5,9,9,9,9,,,,,
1068,07-THRM-4.2_20110921,Low,10,3,3,4,11,11,5,8,8,8,8,6,6,"Lowland strm near 
ake",,,,
1069,07-TPAR-0.5_20110921,High,11,10,13,7,7,10,15,5,3,5,5,4,4,,,,,
1070,07-WBOT-0.3_20110921,High,2,3,6,6,15,6,15,7,5,8,7,1,9,,,,,
1071,07-COWA-3.2_20110922,High,5,15,10,13,15,15,5,8,8,7,7,5,3,,,,,
1072,07-FSHO_E-18.4_20110922,High,16,10,16,15,19,18,16,9,9,10,10,10,10,,,,,
1073,07-FSHO_W-10.7_20110922,Low,8,13,7,9,16,18,13,7,8,9,9,10,9,,,,,
1074,07-FURC-0.1_20110922,High,18,15,13,12,19,11,18,10,10,5,6,2,2,Concrete walls along  left bank,,,,
1075,07-ONEI-8.6_20110922,Low,10,10,6,18,8,11,9,3,3,5,5,5,5,Lg snapping turtle on sand bar very sandy muddy btrm bottttom,,,,
1076,12-CAYA-4.7_20111006,High,16,12,10,15,20,14,19,8,8,4,2,3,2,,,,,
1077,12-INDK-0.3_20111006,High,13,17,18,7,18,15,15,7,4,6,3,9,4,Sinificant scour of right bank.,,,,
1078,12-MATT-0.4_20111006,High,15,12,14,13,19,15,15,8,8,9,5,9,5,,,,,
1079,12-NCHU-3.2_20111006,High,17,15,12,18,19,14,18,7,8,6,5,4,4,,,,,
1080,12-BATV-0.1_20111011,High,6,13,14,6,17,0,16,9,8,3,0,4,0,"Banks are now stable after riprap + dredging of debris Park is gone, now lar ge area of bulldozed dirt",,,,
1081,12-BETY-0.2_20111011,High,16,13,14,17,19,17,19,6,6,8,9,8,9,,,,,
1082,12-COBL-0.6_20111011,High,16,13,0,17,18,13,17,7,6,5,3,3,3,,,,,
1083,12-SCHO-79.0_20111011,High,13,17,15,11,18,14,14,8,8,3,1,4,2,"Embeddedness quite low Feels new, although stream banks not disturbed",,,,
1084,12-SHAK-1.8_20111011,High,13,13,0,10,17,13,12,8,8,3,3,2,2,,,,,
1085,12-LKIL-0.4_20111017,High,16,0,15,0,20,18,15,6,7,3,8,5,9,,,,,
1086,12-NMIL-13.9_20111017,High,15,11,14,10,19,13,15,6,8,5,8,6,9,,,,,
1087,12-ORSK-0.9_20111017,High,15,13,15,13,19,12,14,8,7,2,3,1,4,,,,,
1088,12-SAUQ-1.7_20111017,High,13,11,13,11,17,15,15,6,8,2,2,1,1,,,,,
1089,12-SIXM-1.6_20111017,High,9,15,11,9,18,16,10,6,6,8,3,10,2,,,,,
1090,11-DELE-2.2_20120105,Low,17,10,5,15,10,10,8,5,5,9,9,9,8,,,,,
1091,11-PAUL-2.4_20120702,High,11,19,18,19,19,16,19,10,10,10,10,9,7,,,,,
1092,11-PUTA-1.0_20120702,High,17,17,9,12,17,18,18,10,10,10,10,10,10,,,,,
1093,11-SCHR-2.6_20120702,High,2,10,10,7,18,5,7,8,8,1,3,1,2,,,,,
1094,11-SCHR-3.2_20120702,High,6,16,16,18,20,10,6,5,5,5,7,2,2,,,,,
1095,11-STEW-2.3_20120702,High,19,18,18,18,19,13,18,9,9,9,9,9,7,,,,,
1096,11-STOE-1.6_20120702,High,18,18,10,18,18,18,13,10,10,9,9,7,5,,,,,
1097,11-STOP-0.1_20120702,High,10,14,12,10,18,4,15,5,5,4,3,3,1,,,,,
1098,11-TWNS-0.2_20120702,High,10,16,16,18,19,8,18,9,7,8,4,8,2,Left bank is quite nice but the right bank is substantially altered with homes and backyards running right to waters edge. Old remnants of bridges and tannery operations.,,,,
1099,11-BOLT-0.1_20120703,Low,11,9,5,10,9,8,5,5,5,6,6,4,4,,,,,
1100,11-CHST-2.5_20120703,Low,13,15,1,9,5,9,1,6,6,7,7,3,3,Very channelized canal like,,,,
1101,11-DERC-2.7_20120703,High,7,7,7,5,7,5,13,6,6,5,5,2,4,,,,,
1102,11-MILW-2.4_20120703,High,5,9,10,4,10,6,13,7,8,7,8,2,5,,,,,
1103,11-TBRK-7.9_20120703,High,9,13,10,2,12,3,13,6,8,4,7,5,2,,,,,
1104,11-UHUD-98.3_20120703,High,4,3,6,4,9,4,9,5,7,4,8,7,5,,,,,
1105,11-BATT-13.1_20120705,High,5,8,15,10,15,2,15,8,7,8,9,5,7,,,,,
1106,11-BATT-28.6_20120705,High,2,12,10,10,15,3,15,4,6,8,8,9,7,,,,,
1107,11-CAMD-0.1_20120705,High,7,2,8,4,5,6,15,7,7,6,8,3,5,,,,,
1108,11-FISC-3.8_20120705,High,3,2,8,2,6,12,13,6,6,5,6,5,4,,,,,
1109,11-HOOS-12.6_20120705,High,16,13,20,18,18,17,17,8,8,7,7,4,4,,,,,
1110,11-HOOS-35.3_20120705,High,16,10,18,14,16,12,16,9,9,8,6,8,5,,,,,
1111,11-LHOO-0.1_20120705,High,19,15,20,10,10,15,19,9,7,10,10,9,7,,,,,
1112,11-LHOO-8.6_20120705,High,18,16,11,11,8,11,19,7,7,8,6,10,4,,,,,
1113,11-NIPO-1.7_20120705,High,15,20,15,18,15,20,13,5,6,10,10,7,10,,,,,
1114,11-OWL-3.6_20120705,High,17,18,15,14,16,19,17,7,9,6,8,4,7,,,,,
1115,11-SNOK-9.9_20120705,High,5,6,9,7,8,11,8,3,6,7,6,1,4,,,,,
1116,11-SNOK_N-2.4_20120705,High,10,10,15,15,15,5,15,8,8,7,7,7,8,,,,,
1117,11-WALL-6.2_20120705,High,18,10,19,11,15,18,16,9,9,9,6,9,3,,,,,
1118,11-WHIP-0.1_20120705,High,16,16,10,16,18,19,18,10,10,6,9,5,9,,,,,
1119,15-RAMA-9.2_20120709,High,13,14,10,11,13,13,8,5,5,7,7,7,7,,,,,
1120,15-RAMA-9.9_20120709,High,12,11,10,11,11,12,10,8,5,8,5,9,2,,,,,
1121,13-WALK-33.2_20120709,High,8,8,9,7,10,10,9,5,5,4,4,4,4,,,,,
1122,08-ADKS_36-0.5_20120710,High,17,15,0,14,15,1,1,9,9,8,8,10,10,Smalll stream to assess metrix,,,,
1123,08-BEAU-1.9_20120710,High,11,5,10,16,11,18,18,6,6,9,9,7,9,,,,,
1124,08-BLCK-88.1_20120710,High,17,11,15,15,11,7,15,9,9,7,3,5,2,,,,,
1125,08-BLCK-105.4_20120710,High,17,11,15,17,11,18,18,9,8,8,2,7,1,,,,,
1126,08-COOL_T3-0.4_20120710,High,15,16,10,13,11,18,15,9,9,9,9,8,9,,,,,
1127,08-MILB-0.6_20120710,High,14,13,11,12,11,12,19,7,4,8,3,8,2,,,,,
1128,08-MILE-0.7_20120710,High,15,12,15,15,12,15,16,7,5,8,5,8,4,,,,,
1129,08-MLER-1.9_20120710,High,0,10,14,15,15,11,17,8,8,9,9,10,10,New logging road,,,,
1130,08-MOOC-0.4_20120710,High,10,12,13,13,11,16,14,6,8,3,6,2,6,,,,,
1131,08-MOOS-16.8_20120710,High,15,0,18,1,15,10,15,7,7,8,8,8,8,,,,,
1132,08-MOOS_S-0.1_20120710,High,10,12,15,18,19,18,15,8,8,9,9,10,10,,,,,
1133,08-SLVR-0.3_20120710,High,16,10,17,18,17,19,18,9,10,10,10,10,5,,,,,
1134,08-BLAC-7.6_20120711,Low,16,15,18,19,19,16,19,10,10,10,10,10,10,,,,,
1135,08-BLCK_T69-0.5_20120711,High,13,13,13,13,15,13,13,8,8,8,8,10,7,,,,,
1136,03-CART-0.9_20120711,Low,5,5,5,17,5,16,10,4,6,9,9,4,6,Bad site,,,,
1137,08-CDON-4.1_20120711,Low,14,14,9,14,14,17,13,10,10,10,10,10,10,,,,,
1138,08-DEER-8.3_20120711,High,12,14,13,18,10,15,16,10,10,7,7,3,5,,,,,
1139,08-DEER-18.5_20120711,High,16,18,17,16,15,20,16,7,9,6,10,8,8,,,,,
1140,08-DEER-27.6_20120711,High,18,18,10,11,19,16,11,10,10,10,10,10,10,,,,,
1141,08-DEER_W-2.2_20120711,High,15,18,14,15,15,20,14,10,10,10,10,10,10,,,,,
1142,08-INDY-4.6_20120711,High,14,15,13,15,18,13,19,9,9,9,9,10,10,,,,,
1143,08-KLSY-0.1_20120711,High,2,4,9,9,10,18,10,4,4,3,3,3,3,,,,,
1144,08-KLSY-2.0_20120711,Low,12,11,8,11,6,15,10,8,8,8,8,7,5,Low flow,,,,
1145,08-LIZA-1.2_20120711,High,18,16,15,15,15,17,18,8,8,9,9,10,10,,,,,
1146,08-MLLL-1.8_20120711,High,12,13,13,16,9,15,16,5,6,3,4,1,2,,,,,
1147,08-MLLL_T7-0.8_20120711,High,1,0,11,10,10,11,11,7,7,7,7,7,7,Cow pasture in stream,,,,
1148,08-MOOS-2.5_20120711,High,11,8,19,10,20,12,8,10,10,8,8,10,10,Dam alteration upstream,,,,
1149,08-OTTR-1.9_20120711,High,19,17,19,19,19,17,19,9,9,9,9,10,10,Riprap at Pipeline crossing,,,,
1150,03-PRCH-3.0_20120711,Low,4,4,4,4,10,20,10,10,10,7,4,4,4,Eroded bed rock,,,,
1151,03-SAND-13.8_20120711,High,10,7,10,1,7,3,16,9,9,9,9,8,8,,,,,
1152,03-STNE-2.4_20120711,Low,18,10,0,18,14,16,7,9,6,10,8,8,4,Low flow and nasty,,,,
1153,03-STNE-5.8_20120711,Low,3,4,3,18,10,13,11,4,4,4,4,4,4,,,,,
1154,03-BUFY-1.8_20120712,High,11,4,15,4,8,6,14,10,10,10,10,9,9,,,,,
1155,08-CMMG-4.2_20120712,High,13,13,12,12,15,19,15,9,9,9,9,9,9,,,,,
1156,03-DERK-2.6_20120712,Low,4,4,0,20,4,1,1,10,10,10,10,10,10,Wetland,,,,
1157,03-LSAM_N-12.1_20120712,High,13,4,16,3,10,4,16,10,10,10,10,10,10,Wild management area,,,,
1158,08-MOOS-11.4_20120712,High,19,17,19,18,19,19,19,9,9,9,9,10,10,,,,,
1159,08-ROAR-2.2_20120712,High,11,12,14,11,14,17,13,9,9,9,9,8,8,Rt 12 about 30 m from left bank farm about 70m from right bank,,,,
1160,03-SALM-7.8_20120712,High,10,2,18,0,5,2,18,9,9,9,9,8,6,,,,,
